Param,Value
SuperDischarge_Attr_4_Offset,"[{'x': 0.0, 'y': 0.0, 'z': 3.0, 'pad': 0.0}, {'x': 1.2, 'y': 0.0, 'z': 4.5, 'pad': 0.0}, {'x': -1.2, 'y': 0.0, 'z': 4.5, 'pad': 0.0}, {'x': 0.0, 'y': 0.0, 'z': 7.0, 'pad': 0.0}]"
SuperDischarge_Attr_4_Timer,"[0.45, 0.7, 0.7, 0.7]"
SuperDischarge_AttrPreEff_4_Timer,"[0.0, 0.1, 0.1, 0.2]"
SuperDischarge_Attr_5_Offset,"[{'x': 0.0, 'y': 0.0, 'z': 3.0, 'pad': 0.0}, {'x': 1.2, 'y': 0.0, 'z': 4.5, 'pad': 0.0}, {'x': -1.2, 'y': 0.0, 'z': 4.5, 'pad': 0.0}, {'x': 2.5, 'y': 0.0, 'z': 7.0, 'pad': 0.0}, {'x': -2.5, 'y': 0.0, 'z': 7.0, 'pad': 0.0}]"
SuperDischarge_Attr_5_Timer,"[0.45, 0.7, 0.7, 0.95, 0.95]"
SuperDischarge_AttrPreEff_5_Timer,"[0.0, 0.1, 0.1, 0.2, 0.2]"
Bin_Grenade_ShellEpvTagHashName,{'Hash': 100229705}
Bin_Elem_Fire_ShellEpvTagHashName,{'Hash': 2418962089}
Bin_Elem_Water_ShellEpvTagHashName,{'Hash': 2306077034}
Bin_Elem_Elec_ShellEpvTagHashName,{'Hash': 2481527653}
Bin_Elem_Ice_ShellEpvTagHashName,{'Hash': 2486050485}
Bin_Elem_Dragon_ShellEpvTagHashName,{'Hash': 3386963963}
