RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat
12,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,35.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,True,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,摺り上げパンチ_腕以外,SlidingPunch_notArm,摺り上げパンチ_腕以外,||||||||,11,,0,||||||||,Head|Neck0|Chest|R_LegU0|R_LegL0|R_Foot1|L_LegU0|L_LegL0|L_Foot1,|Chest|Hip|R_LegU1|R_Foot0|R_Foot0|L_LegU1|L_Foot0|L_Foot0,Sphere|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.9}|{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.1}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -1.192093e-07, 'y': 8.940697e-08, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}",,,,,,,,,,,,,,,,,,
13,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,60.0,0.0,NORMAL(0),45.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,40.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,True,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,通常時殺し技,NormalKillermove,通常時殺し技,||||||,12,,0,||||||,R_ArmU0|R_ArmL0|Head|Neck0|Chest|L_ArmU0|L_ArmL0,R_ArmU1|R_Hand0||Chest|Hip|L_ArmU1|L_Hand0,Capsule|Capsule|Sphere|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.9}|{'start': {'x': 0.0, 'y': -0.3, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.1}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.3}",,,,,,,,,,,,,,,,,,
14,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),FIRE(1),0,35.0,NONE(1220034176),False,0.0,True,0.0,25.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,True,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,掴み無しベアハッグ,BearHug,掴み無しベアハッグ,|||||||||||||,13,,0,|||||||||||||,R_ArmU0|R_ArmL0|Head|Neck0|Chest|L_ArmU0|L_ArmL0|R_LegU0|R_LegL0|R_Foot1|L_LegU0|L_LegL0|L_Foot1|root,R_ArmU1|R_Hand0||Chest|Hip|L_ArmU1|L_Hand0|R_LegU1|R_Foot0|R_Foot0|L_LegU1|L_Foot0|L_Foot0|,Capsule|Capsule|Sphere|ContinuousCapsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.75}|{'start': {'x': 0.0, 'y': -0.3, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -1.192093e-07, 'y': 8.940697e-08, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'x': 0.0, 'y': 0.55277354, 'z': -0.14520681, 'radius': 1.2}",,,,,,,,,,,,,,,,,,
15,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,45.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.3,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,背中タックル,tackle,背中タックル,||||||||,14,,0,||||||||,R_ArmU0|R_ArmL0|Head|Neck0|Chest|L_ArmU0|L_ArmL0|Chest|Chest,R_ArmU1|R_Hand0||Chest|Hip|L_ArmU1|L_Hand0|Chest|Hip,Capsule|Capsule|Sphere|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.9}|{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.1}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.56, 'z': 1.75}, 'end': {'x': 0.0, 'y': 0.41, 'z': -0.07}, 'radius': 0.95}|{'start': {'x': 0.0, 'y': 0.32, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.33, 'z': 0.0}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
16,SMASH_UPPER(9),CAPTURE_NET(-956543104),FRONT(0),0.0,45.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,BLAST(-1852839936),False,100.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.3,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,背中タックル_かちあげ,tackle_upper,背中タックル_かちあげ,||||||||,14,,0,||||||||,R_ArmU0|R_ArmL0|Head|Neck0|Chest|L_ArmU0|L_ArmL0|Chest|Chest,R_ArmU1|R_Hand0||Chest|Hip|L_ArmU1|L_Hand0|Chest|Hip,Capsule|Capsule|Sphere|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.9}|{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.1}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.56, 'z': 1.75}, 'end': {'x': 0.0, 'y': 0.41, 'z': -0.07}, 'radius': 0.95}|{'start': {'x': 0.0, 'y': 0.32, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.33, 'z': 0.0}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
17,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),5.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,True,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,赤熱時殺し技予兆_右手,SpecialOmen_R,赤熱時殺し技腕（ぶっ刺し部分）,|,16,,0,|,L_ArmU0|L_ArmL0,L_ArmU1|L_Hand0,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}",,,,,,,,,,,,,,,,,,
18,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),5.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,True,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,赤熱時殺し技予兆_左手,SpecialOmen_L,赤熱時殺し技腕（ぶっ刺し部分）,|,16,,0,|,L_ArmU0|L_ArmL0,L_ArmU1|L_Hand0,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}",,,,,,,,,,,,,,,,,,
19,QUAKE(3),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),2,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,地震,,地震,,17,,0,地震,root,Chest,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 3.0, 'radius': 10.0}",,,,,,,,,,,,,,,,,,
20,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,40.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['ROLLING_R(8)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,近接リセット技,Reset,リセット技,||||,18,,0,||||,L_ArmU0|L_ArmL0|Head|Neck0|Chest,L_ArmU1|L_Hand0||Chest|Hip,Capsule|Capsule|Sphere|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.9}|{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.1}, 'radius': 0.7}",,,,,,,,,,,,,,,,,,
22,SMASH(21),CAPTURE_NET(-956543104),CENTER(6),0.0,16.0,0.0,NORMAL(0),70.0,AUTO(-1149658496),NONE(-94023312),FIRE(1),0,64.0,BLAST(-1852839936),False,100.0,True,0.0,40.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,隕石アタック,commet,隕石アタック,||||||||,20,,0,||||||||,R_ArmU0|R_ArmL0|Head|Neck0|Chest|L_ArmU0|L_ArmL0|Chest|Chest,R_ArmU1|R_Hand0||Chest|Hip|L_ArmU1|L_Hand0|Chest|Hip,Capsule|Capsule|Sphere|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.6}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 1.1}|{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.1}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.56, 'z': 1.75}, 'end': {'x': 0.0, 'y': 0.41, 'z': -0.07}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.32, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.33, 'z': 0.0}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
23,SLIP(22),CAPTURE_NET(-956543104),CENTER(6),0.0,10.0,0.0,NORMAL(0),10.0,AUTO(-1149658496),NONE(-94023312),FIRE(1),0,10.0,BLAST(-1852839936),False,100.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.3,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,True,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,隕石アタック回転予兆,commetsign,隕石アタック回転予兆,|||||||||||||||,21,,0,|||||||||||||||,R_ArmU0|R_ArmL0|Head|Neck0|Chest|L_ArmU0|L_ArmL0|Chest|Chest|Tail0|Tail1|Tail3|Tail5|Tail7|Tail8|Tail11,R_ArmU1|R_Hand0||Chest|Hip|L_ArmU1|L_Hand0|Chest|Hip|Tail1|Tail2|Tail4|Tail6|Tail8|Tail10|Tail_Dummy,Capsule|Capsule|Sphere|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.6}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 1.1}|{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.1}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.56, 'z': 1.75}, 'end': {'x': 0.0, 'y': 0.41, 'z': -0.07}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.32, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.33, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 6.841888e-08, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.70000005}",,,,,,,,,,,,,,,,,,
24,CATCH(305004640),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,SKILL_GUARD(3),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,拘束攻撃,Catch,拘束攻撃,|||,22,,0,|||,R_ArmU0|R_ArmL0|Head|Neck0,R_ArmU1|R_Hand0||Chest,Capsule|Capsule|Sphere|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.5}|{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.9}|{'start': {'x': 0.0, 'y': -0.2, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
25,PREY_CONST(15),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,捕食用単発左パンチ,Predation_Punch_Left,捕食用単発左パンチ,|,25,,0,|,L_ArmU0|L_ArmL0,L_ArmU1|L_Hand0,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': 0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}",,,,,,,,,,,,,,,,,,
26,PREY_CONST(15),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,捕食用単発右パンチ,Predation_Punch_Right,捕食用単発右パンチ,|,26,,0,|,R_ArmU0|R_ArmL0,R_ArmU1|R_Hand0,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 8.34465e-07, 'y': -1.072884e-06, 'z': -8.940697e-07}, 'end': {'x': -0.25, 'y': 0.014, 'z': 0.025}, 'radius': 0.4}",,,,,,,,,,,,,,,,,,
