RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,IsOnlyHitEmAttack
9,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),CENTER(6),0.0,40.0,0.0,ALL_RANGE(1),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.5,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,前腕横払い,,前腕横払い,||||,8,,0,||||,L_ArmL0|L_Hand0|L_Hand0|L_Hand0|L_ArmL0,L_ArmL0|L_MiddleH2|L_RingH2|L_ThumbH0|L_ArmU0,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.102576256, 'y': 0.0, 'z': -0.17551756}, 'end': {'x': 0.10000062, 'y': -1.0, 'z': -0.2}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': -0.05000019, 'z': -0.01000011}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.2, 'y': 0.099999905, 'z': 1.1920929e-07}, 'radius': 0.3}|{'start': {'x': -4.4703484e-07, 'y': -1.3709068e-06, 'z': 1.4081597e-06}, 'end': {'x': -0.15, 'y': -0.35, 'z': 0.2}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}",,,,,,,,,,,,,,,,,,,
10,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),BACK(1),0.0,40.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.5,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,後脚払い,,後脚払い,||||,9,,0,||||,L_Foot0|L_Foot2|L_Foot2|L_LegU0|L_LegL0,L_Foot1|L_MiddleF1|L_ThumbF0|L_LegU1|L_LegL0,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.049999952, 'y': -1.1920929e-07, 'z': 0.20000029}, 'radius': 0.4}|{'start': {'x': 0.0021407604, 'y': 0.4, 'z': 0.0046052933}, 'end': {'x': 2.1457672e-06, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 1.1920929e-07, 'y': 0.0, 'z': 4.7683716e-07}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.7}|{'start': {'x': -2.3841858e-07, 'y': 2.3841858e-07, 'z': 1.1920929e-06}, 'end': {'x': 0.05000019, 'y': -1.0000002, 'z': -0.079999685}, 'radius': 0.6}",,,,,,,,,,,,,,,,,,,
11,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),BACK(1),0.0,40.0,0.0,ALL_RANGE(1),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.5,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,前腕後ろ払い,,前腕後ろ払い,|||,10,,0,|||,L_ArmL0|L_Hand0|L_Hand0|L_Hand0,L_ArmL0|L_MiddleH2|L_RingH2|L_ThumbH0,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.10000098, 'y': -1.0000001, 'z': -0.10000011}, 'radius': 0.45}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': -0.05000019, 'z': -0.01000011}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.2, 'y': 0.099999905, 'z': 1.1920929e-07}, 'radius': 0.3}|{'start': {'x': -4.4703484e-07, 'y': -1.3709068e-06, 'z': 1.4081597e-06}, 'end': {'x': -0.15, 'y': -0.35, 'z': 0.2}, 'radius': 0.3}",,,,,,,,,,,,,,,,,,,
12,SMASH_HYPER(10),CAPTURE_NET(-956543104),COLLIDER_CENTER(-799903744),0.0,19.0,0.0,ALL_RANGE(1),60.0,L(1343184512),NONE(-94023312),ICE(4),0,76.0,FREEZE(2077525120),False,90.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.5,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,True,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,上半身プレス_冷気あり,,上半身プレス,||||||||||||||||||||||,11,,0,||||||||||||||||||||||,Head|Head|R_InnerJaw_00|L_InnerJaw_00|Neck6|Neck5|Neck4|Neck3|Neck2|Neck0|Chest|Spine4|Spine2|R_ArmU0|R_ArmL0|R_Hand0|R_Hand0|R_Hand0|L_ArmU0|L_ArmL0|L_Hand0|L_Hand0|L_Hand0,Head|Head|R_Jaw_ReSu_off01|L_Jaw_ReSu_off01|Neck5|Neck4|Neck3|Neck2|Neck1|Chest|Spine4|Spine3|Spine1|R_ArmU1|R_ArmL0|R_MiddleH2|R_RingH2|R_ThumbH0|L_ArmU1|L_ArmL0|L_MiddleH2|L_RingH2|L_ThumbH0,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.1}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.5}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.30000022}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.25}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.1, 'y': -1.0, 'z': -0.1}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.01}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.15, 'y': 0.1, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 5.9604645e-08, 'z': 4.7683716e-07}, 'end': {'x': 0.03, 'y': -0.2, 'z': -0.08}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.10000014, 'y': -0.99999976, 'z': -0.099999905}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': -0.05000019, 'z': -0.01000011}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.14999998, 'y': 0.099999905, 'z': 1.1920929e-07}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': -0.029999971, 'y': -0.20000029, 'z': -0.07999992}, 'radius': 0.3}",,,,,,,,,,,,,,,,,,,
13,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),CENTER(6),0.0,45.0,0.0,ALL_RANGE(1),25.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.5,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,前腕スタンプ,,後脚スタンプ,||||,0,,0,||||,L_ArmU0|L_ArmL0|L_Hand0|L_Hand0|L_Hand0,L_ArmU1|L_ArmL0|L_MiddleH2|L_PinkyH1|L_ThumbH0,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -0.3, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.2, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.10000014, 'y': -0.99999976, 'z': -0.099999905}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': -0.05000019, 'z': -0.01000011}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.099999905, 'z': 1.1920929e-07}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': -0.029999971, 'y': -0.20000029, 'z': -0.07999992}, 'radius': 0.3}",,,,,,,,,,,,,,,,,,,
14,SMASH(21),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,40.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,【乗り】頭,,【乗り】頭,||,14,,0,||,Head|Neck5|Neck2,Head|Neck4|Neck3,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.1, 'z': -1.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.2}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,,
15,SMASH(21),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,40.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,【乗り】胴,,【乗り】胴体,|||||||||||||||,15,,0,|||||||||||||||,Neck0|Chest|Spine4|Spine2|Spine1|Hip|L_ArmL0|L_Hand0|L_Hand0|L_Hand0|L_ArmL0|R_ArmL0|R_Hand0|R_Hand0|R_Hand0|R_ArmL0,Chest|Spine4|Spine3|Spine1|Hip|Tail0|L_ArmL0|L_MiddleH2|L_RingH2|L_ThumbH0|L_ArmU0|R_ArmL0|R_MiddleH2|R_RingH2|R_ThumbH0|R_ArmU0,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.4}|{'start': {'x': 0.0, 'y': 0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.4, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.102576256, 'y': 0.027809381, 'z': -0.17551756}, 'end': {'x': 0.10000062, 'y': -1.4, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': -0.05000019, 'z': -0.01000011}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.2, 'y': 0.099999905, 'z': 1.1920929e-07}, 'radius': 0.3}|{'start': {'x': -4.4703484e-07, 'y': -1.3709068e-06, 'z': 1.4081597e-06}, 'end': {'x': -0.15, 'y': -0.35, 'z': 0.2}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': -0.102576256, 'y': 0.0278095, 'z': -0.17551756}, 'end': {'x': -0.10000038, 'y': -1.3999997, 'z': -1.1920929e-07}, 'radius': 0.6}|{'start': {'x': 2.3841858e-07, 'y': -2.3841858e-07, 'z': 2.3841858e-07}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.010000467}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.20000017, 'y': 0.10000038, 'z': 1.1920929e-07}, 'radius': 0.3}|{'start': {'x': 7.1525574e-07, 'y': -1.1920929e-06, 'z': 1.5497208e-06}, 'end': {'x': 0.14999998, 'y': -0.3499999, 'z': 0.19999981}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}",,,,,,,,,,,,,,,,,,,
16,SMASH(21),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,40.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,【乗り】尻尾,,【乗り】尻尾,||||||,16,,0,||||||,Tail1|Tail2|Tail3|Tail4|Tail5|Tail6|Tail7,Tail2|Tail3|Tail4|Tail5|Tail6|Tail7|Tail8,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 4.529953e-06, 'y': 1.66893e-06, 'z': 0.0}, 'end': {'x': 1.4305115e-06, 'y': 2.3841858e-07, 'z': -0.4}, 'radius': 0.3}",,,,,,,,,,,,,,,,,,,
17,SMASH_MIDDLE(20),NONE(1996289920),OWNER_CENTER(1461833728),0.0,10.0,0.0,UNABLE_GUARD(2),60.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,大技初動吹き飛ばし,,大技初動吹き飛ばし,,13,,0,,root,root,Capsule,"{'start': {'x': 0.0, 'y': 1.0, 'z': 2.0}, 'end': {'x': 0.0, 'y': 4.0, 'z': 2.0}, 'radius': 8.0}",,,,,,,,,,,,,,,,,,,
18,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),DOWN(3),0.0,45.0,0.0,NORMAL(0),25.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],0.5,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,前腕叩きつけ2回目,,前腕叩きつけ,||||,3,,0,||||,R_ArmL0|R_Hand0|R_Hand0|R_Hand0|R_ArmL0,R_ArmL0|R_MiddleH2|R_PinkyH1|R_ThumbH0|R_ArmU0,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.102576256, 'y': 0.027809262, 'z': -0.17551756}, 'end': {'x': 0.10000086, 'y': -0.99999964, 'z': -0.10000014}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': -7.1525574e-07, 'z': 4.7683716e-07}, 'end': {'x': 2.3841858e-07, 'y': 0.049999714, 'z': -0.0100005865}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.9802322e-08, 'y': 0.099999905, 'z': 5.9604645e-07}, 'radius': 0.5}|{'start': {'x': -4.7683716e-07, 'y': -1.66893e-06, 'z': 1.4305115e-06}, 'end': {'x': -0.14999986, 'y': -0.3499999, 'z': 0.19999957}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}",,,,,,,,,,,,,,,,,,,
