RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,IsTarDirtyAttack,IsLastResortSuccessFinish,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate
9,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),10.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,FRENZY(861936),False,30.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,7a0e6f45-1cb9-430c-8da1-d3af8e53ab7e,5.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,疲れ時ブレス不発,MissBreath,疲れ時ブレス不発,,15,,0,口前,Head,,Sphere,"{'x': 0.0, 'y': -0.5, 'z': 1.4, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
10,NORMAL(0),CAPTURE_NET(-956543104),CENTER(6),0.0,30.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,噛みつき（体）,Body_Bite,噛みつき（体）,|||||||||||||||||||||,3,,0,|||||||||||||||||||||,Spine1|Spine0|R_Hand1|R_ArmU1|R_Scapula|L_Hand1|L_ArmU1|L_Scapula|R_Foot0|R_LegL0|R_LegU0|L_Foot0|L_LegL0|L_LegU0|R_HandW0|L_HandW0|R_WingL0|R_WingU0|L_WingL0|L_WingU0|Tail0|Tail2,Chest|Spine1|R_RingH2|R_Hand0|R_ArmU1|L_RingH2|L_Hand0|L_ArmU1|R_MiddleF1|R_LegL1|R_LegU1|L_MiddleF1|L_LegL1|L_LegU1|R_MiddleW0|L_MiddleW0|R_HandW0|R_WingU1|L_HandW0|L_WingU1|Tail2|Tail5_CH_end,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -2.998213e-08, 'y': 0.0, 'z': -0.1676722}, 'end': {'x': 1.286505e-07, 'y': 0.0, 'z': 0.6469722}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.18, 'z': -1.0}, 'end': {'x': -4.927378e-08, 'y': -0.15, 'z': -1.15}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.175, 'z': -0.4}, 'end': {'x': 0.58, 'y': -0.1, 'z': 0.2}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -0.18, 'z': 0.05}, 'end': {'x': 0.0, 'y': 0.32, 'z': -0.3}, 'radius': 0.7}|{'start': {'x': -0.25, 'y': 0.25, 'z': 0.0}, 'end': {'x': 0.0, 'y': -1.192093e-07, 'z': -5.364418e-07}, 'radius': 0.7}|{'start': {'x': 0.08, 'y': 0.22, 'z': -0.375}, 'end': {'x': -0.45, 'y': -0.1, 'z': 0.1}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -0.1849687, 'z': 0.05}, 'end': {'x': 0.0, 'y': 0.315, 'z': -0.3}, 'radius': 0.7}|{'start': {'x': 0.5, 'y': 0.15, 'z': 0.05}, 'end': {'x': 0.0, 'y': 1.192093e-07, 'z': -2.235174e-06}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.1, 'y': 0.0, 'z': -0.1}, 'end': {'x': 0.13, 'y': 0.35, 'z': 0.2}, 'radius': 0.65}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': -0.15, 'y': 4.768372e-07, 'z': 0.0}, 'end': {'x': -0.04, 'y': 0.0, 'z': 0.0}, 'radius': 0.65}|{'start': {'x': 0.06, 'y': -1.430511e-06, 'z': 0.25}, 'end': {'x': -0.9, 'y': -3.814697e-06, 'z': 0.3}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -2.861023e-06, 'z': 0.16}, 'end': {'x': 0.98, 'y': -2.384186e-06, 'z': 0.25}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -2.384186e-06, 'z': 0.0}, 'end': {'x': 0.8, 'y': -4.768372e-07, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.35}, 'end': {'x': -0.1, 'y': 0.0, 'z': 0.12}, 'radius': 0.8}|{'start': {'x': -4.768372e-07, 'y': -1.907349e-06, 'z': -2.384186e-07}, 'end': {'x': -0.85, 'y': -4.768372e-07, 'z': -2.384186e-07}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.45}, 'end': {'x': -0.06, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 3.0287e-07, 'y': 0.0, 'z': 0.85}, 'end': {'x': -1.039586e-06, 'y': 0.0, 'z': 0.6}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -7.349819e-08, 'y': 0.0, 'z': 0.4}, 'radius': 0.6}",,,,,,,,,,,,,,,,,,
11,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),ROLLING_L(9),0.0,50.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,FRENZY(861936),False,100.0,True,0.0,40.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,7a0e6f45-1cb9-430c-8da1-d3af8e53ab7e,5.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,バックナックル（右）,Right_BackKnuckle,バックナックル（右翼脚）,||,8,,0,||,R_HandW0|R_WingL0|R_WingU0,R_HandW1|R_HandW0|R_WingU1,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.2, 'z': 0.25}, 'end': {'x': -1.15, 'y': 0.2, 'z': 0.2}, 'radius': 1.45}|{'start': {'x': 0.0, 'y': -2.384186e-06, 'z': 0.0}, 'end': {'x': 0.8, 'y': -4.768372e-07, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.35}, 'end': {'x': -0.1, 'y': 0.0, 'z': 0.12}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
12,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),ROLLING_R(8),0.0,50.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,FRENZY(861936),False,100.0,True,0.0,40.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,7a0e6f45-1cb9-430c-8da1-d3af8e53ab7e,5.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,バックナックル（左）,Left_BackKnuckle,バックナックル（左翼脚）,||,5,,0,||,L_HandW0|L_WingL0|L_WingU0,L_HandW1|L_HandW0|L_WingU1,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.2, 'z': 0.25}, 'end': {'x': 1.15, 'y': 0.2, 'z': 0.2}, 'radius': 1.45}|{'start': {'x': -4.768372e-07, 'y': -1.907349e-06, 'z': -2.384186e-07}, 'end': {'x': -0.87, 'y': -4.768372e-07, 'z': -2.384186e-07}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.45}, 'end': {'x': -0.06, 'y': 0.0, 'z': -0.06}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
13,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,55.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,６足タックル（体）,Body_SixLegTackle,体_６足タックル,|||||||||||||||,12,,0,|||||||||||||||,Spine1|Spine0|R_Hand1|R_ArmU1|R_Scapula|L_Hand1|L_ArmU1|L_Scapula|R_Foot0|R_LegL0|R_LegU0|L_Foot0|L_LegL0|L_LegU0|Tongue0|Head,Chest|Spine1|R_RingH2|R_Hand0|R_ArmU1|L_RingH2|L_Hand0|L_ArmU1|R_MiddleF1|R_LegL1|R_LegU1|L_MiddleF1|L_LegL1|L_LegU1|Head|Neck0,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -2.998213e-08, 'y': 0.0, 'z': -0.16}, 'end': {'x': 1.286505e-07, 'y': 0.0, 'z': 0.65}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.18, 'z': -0.9}, 'end': {'x': -4.927378e-08, 'y': -0.13, 'z': -1.15}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.17, 'z': -0.4}, 'end': {'x': 0.58, 'y': -0.1, 'z': 0.22}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -0.1849687, 'z': 0.05}, 'end': {'x': 0.0, 'y': 0.3, 'z': -0.3}, 'radius': 0.7}|{'start': {'x': -0.25, 'y': 0.25, 'z': 0.0}, 'end': {'x': 0.0, 'y': -1.192093e-07, 'z': -5.364418e-07}, 'radius': 0.7}|{'start': {'x': 0.08, 'y': 0.22, 'z': -0.37}, 'end': {'x': -0.48, 'y': -0.1, 'z': 0.1}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -0.1849687, 'z': 0.05}, 'end': {'x': 0.0, 'y': 0.32, 'z': -0.29}, 'radius': 0.7}|{'start': {'x': 0.5, 'y': 0.15, 'z': 0.04}, 'end': {'x': 0.0, 'y': 1.192093e-07, 'z': -2.235174e-06}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.1, 'y': 0.0, 'z': -0.1}, 'end': {'x': 0.13, 'y': 0.35, 'z': 0.2}, 'radius': 0.65}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': -0.15, 'y': 4.768372e-07, 'z': -0.02}, 'end': {'x': -0.04, 'y': 0.0, 'z': 0.0}, 'radius': 0.65}|{'start': {'x': 0.0, 'y': 0.3, 'z': -0.16}, 'end': {'x': 3.054776e-06, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': -2.199901e-07, 'y': 0.0, 'z': -1.25}, 'end': {'x': -2.64863e-07, 'y': 0.0, 'z': 0.9}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
14,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,60.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,FRENZY(861936),False,100.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,7a0e6f45-1cb9-430c-8da1-d3af8e53ab7e,5.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,６足タックル（右翼腕）,Right_SixLegTackle,翼腕_６足タックル　,||,8,,0,||,R_HandW0|R_WingL0|R_WingU0,R_HandW1|R_HandW0|R_WingU1,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.2, 'z': 0.25}, 'end': {'x': -1.15, 'y': 0.2, 'z': 0.2}, 'radius': 1.45}|{'start': {'x': 0.0, 'y': -2.384186e-06, 'z': 0.0}, 'end': {'x': 0.8, 'y': -4.768372e-07, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.35}, 'end': {'x': -0.1, 'y': 0.0, 'z': 0.12}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
15,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,60.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,FRENZY(861936),False,100.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,7a0e6f45-1cb9-430c-8da1-d3af8e53ab7e,5.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,６足タックル（左翼腕）,Left_SixLegTackle,翼腕_６足タックル　,||,5,,0,||,L_HandW0|L_WingL0|L_WingU0,L_HandW1|L_HandW0|L_WingU1,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.2, 'z': 0.25}, 'end': {'x': 1.15, 'y': 0.2, 'z': 0.2}, 'radius': 1.45}|{'start': {'x': -4.768372e-07, 'y': -1.907349e-06, 'z': -2.384186e-07}, 'end': {'x': -0.87, 'y': -4.768372e-07, 'z': -2.384186e-07}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.45}, 'end': {'x': -0.06, 'y': 0.0, 'z': -0.06}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
16,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,70.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,FRENZY(861936),False,100.0,True,0.0,60.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,5ff47f01-4ff1-4473-8fe3-15a4db68a201,10.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,10.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,ウィルス大噛みつき,VirusStrongBite,ウィルス大噛みつき,|||||||||||||||,12,,0,|||||||||||||||,Spine1|Spine0|R_Hand1|R_ArmU1|R_Scapula|L_Hand1|L_ArmU1|L_Scapula|R_Foot0|R_LegL0|R_LegU0|L_Foot0|L_LegL0|L_LegU0|Tongue0|Head,Chest|Spine1|R_RingH2|R_Hand0|R_ArmU1|L_RingH2|L_Hand0|L_ArmU1|R_MiddleF1|R_LegL1|R_LegU1|L_MiddleF1|L_LegL1|L_LegU1|Head|Neck0,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -2.998213e-08, 'y': 0.0, 'z': -0.16}, 'end': {'x': 1.286505e-07, 'y': 0.0, 'z': 0.65}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.18, 'z': -0.9}, 'end': {'x': -4.927378e-08, 'y': -0.13, 'z': -1.15}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.17, 'z': -0.4}, 'end': {'x': 0.58, 'y': -0.1, 'z': 0.22}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -0.1849687, 'z': 0.05}, 'end': {'x': 0.0, 'y': 0.3, 'z': -0.3}, 'radius': 0.7}|{'start': {'x': -0.25, 'y': 0.25, 'z': 0.0}, 'end': {'x': 0.0, 'y': -1.192093e-07, 'z': -5.364418e-07}, 'radius': 0.7}|{'start': {'x': 0.08, 'y': 0.22, 'z': -0.37}, 'end': {'x': -0.48, 'y': -0.1, 'z': 0.1}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -0.1849687, 'z': 0.05}, 'end': {'x': 0.0, 'y': 0.32, 'z': -0.29}, 'radius': 0.7}|{'start': {'x': 0.5, 'y': 0.15, 'z': 0.04}, 'end': {'x': 0.0, 'y': 1.192093e-07, 'z': -2.235174e-06}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.1, 'y': 0.0, 'z': -0.1}, 'end': {'x': 0.13, 'y': 0.35, 'z': 0.2}, 'radius': 0.65}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': -0.15, 'y': 4.768372e-07, 'z': -0.02}, 'end': {'x': -0.04, 'y': 0.0, 'z': 0.0}, 'radius': 0.65}|{'start': {'x': 0.0, 'y': 0.3, 'z': -0.16}, 'end': {'x': 3.054776e-06, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': -2.199901e-07, 'y': 0.0, 'z': -1.25}, 'end': {'x': -2.64863e-07, 'y': 0.0, 'z': 0.9}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
17,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,ウィルス大噛みつき（翼腕）,WingArm_VirusStrongBite,ウィルス大噛みつき（翼腕）,|||||,13,,0,|||||,R_HandW0|R_WingL0|R_WingU0|L_HandW0|L_WingL0|L_WingU0,R_MiddleW0|R_HandW0|R_WingU1|L_MiddleW0|L_HandW0|L_WingU1,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.06, 'y': -1.430511e-06, 'z': 0.25}, 'end': {'x': -0.92, 'y': -3.814697e-06, 'z': 0.28}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -2.384186e-06, 'z': 0.0}, 'end': {'x': 0.82, 'y': -4.768372e-07, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.34}, 'end': {'x': -0.1, 'y': 0.0, 'z': 0.12}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': -2.861023e-06, 'z': 0.17}, 'end': {'x': 1.0, 'y': -2.384186e-06, 'z': 0.26}, 'radius': 1.0}|{'start': {'x': -4.768372e-07, 'y': -1.907349e-06, 'z': -2.384186e-07}, 'end': {'x': -0.85, 'y': -4.768372e-07, 'z': -2.384186e-07}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.45}, 'end': {'x': -0.06, 'y': 0.0, 'z': -0.06}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
18,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,４足ダッシュ,FourLegDash,４足ダッシュ,||||||||||||||||||||||,1,,0,||||||||||||||||||||||,Spine1|Spine0|R_Hand1|R_ArmU1|R_Scapula|L_Hand1|L_ArmU1|L_Scapula|R_Foot0|R_LegL0|R_LegU0|L_Foot0|L_LegL0|L_LegU0|Tongue0|Head|R_HandW0|L_HandW0|R_WingL0|R_WingU0|L_WingL0|L_WingU0|Chest,Chest|Spine1|R_RingH2|R_Hand0|R_ArmU1|L_RingH2|L_Hand0|L_ArmU1|R_MiddleF1|R_LegL1|R_LegU1|L_MiddleF1|L_LegL1|L_LegU1|Head|Neck0|R_MiddleW0|L_MiddleW0|R_HandW0|R_WingU1|L_HandW0|L_WingU1|Tail0,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -2.998213e-08, 'y': 0.0, 'z': -0.15}, 'end': {'x': 1.286505e-07, 'y': 0.0, 'z': 0.65}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': -1.0}, 'end': {'x': -4.927378e-08, 'y': 0.0, 'z': -1.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.4}, 'end': {'x': 0.5, 'y': 0.0, 'z': 0.2}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.3, 'z': -0.3}, 'radius': 0.7}|{'start': {'x': -0.25, 'y': 0.25, 'z': 0.0}, 'end': {'x': 0.0, 'y': -1.192093e-07, 'z': -5.364418e-07}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.4}, 'end': {'x': -0.5, 'y': 0.0, 'z': 0.2}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.3, 'z': -0.3}, 'radius': 0.7}|{'start': {'x': 0.5, 'y': 0.15, 'z': 0.0}, 'end': {'x': 0.0, 'y': 1.192093e-07, 'z': -2.235174e-06}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.1, 'y': 0.0, 'z': -0.1}, 'end': {'x': 0.15, 'y': 0.35, 'z': 0.2}, 'radius': 0.65}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': -0.15, 'y': 4.768372e-07, 'z': -0.1}, 'end': {'x': -0.1, 'y': 0.0, 'z': 0.2}, 'radius': 0.65}|{'start': {'x': 0.0, 'y': 0.3, 'z': -0.16}, 'end': {'x': 3.054776e-06, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': -2.199901e-07, 'y': 0.0, 'z': -1.25}, 'end': {'x': -2.64863e-07, 'y': 0.0, 'z': 0.9}, 'radius': 1.0}|{'start': {'x': 0.06, 'y': -1.430511e-06, 'z': 0.25}, 'end': {'x': -0.9, 'y': -3.814697e-06, 'z': 0.28}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -2.861023e-06, 'z': 0.17}, 'end': {'x': 0.98, 'y': -2.384186e-06, 'z': 0.26}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -2.384186e-06, 'z': 0.0}, 'end': {'x': 0.8, 'y': -4.768372e-07, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.35}, 'end': {'x': -0.1, 'y': 0.0, 'z': 0.1}, 'radius': 0.8}|{'start': {'x': -4.768372e-07, 'y': -1.907349e-06, 'z': -2.384186e-07}, 'end': {'x': -0.86, 'y': -4.768372e-07, 'z': -2.384186e-07}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.45}, 'end': {'x': -0.05, 'y': 0.0, 'z': -0.06}, 'radius': 0.8}|{'start': {'x': -2.998213e-08, 'y': -1.5, 'z': -0.16}, 'end': {'x': 1.286505e-07, 'y': -1.5, 'z': 0.65}, 'radius': 1.8}",,,,,,,,,,,,,,,,,,
