RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type
8,SMASH(21),CAPTURE_NET(-956543104),CENTER(6),0.0,22.0,0.0,NORMAL(0),60.0,AUTO(-1149658496),NONE(-94023312),WATER(2),0,53.0,WATER(-884058560),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),M(156526672),False,False,0,NONE(0),NONE(3),,0.0,0.0,上半身叩きつけ,BodySlam,上半身叩きつけ,||||||||||||,13,,0,||||||||||||,Head|Neck4|Neck3|Neck2|Neck1|Chest|Spine2|R_Hand0|R_Hand0|R_ArmL0|L_Hand0|L_Hand0|L_ArmL0,Head|||||||R_MiddleH1|R_ArmL0|R_ArmU0|L_MiddleH1|L_ArmL0|L_ArmU0,Capsule|Sphere|Sphere|Sphere|Sphere|Sphere|Sphere|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -0.01645452, 'y': -0.18, 'z': 0.758}, 'end': {'x': -0.1849999, 'y': -0.3999991, 'z': -0.1439928}, 'radius': 1.1}|{'x': 0.0, 'y': -0.2, 'z': 0.0, 'radius': 1.3}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}|{'x': 0.0, 'y': 0.1, 'z': 0.0, 'radius': 1.8}|{'x': 0.0, 'y': 0.2, 'z': 0.0, 'radius': 2.1}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.5}|{'x': 0.0, 'y': -0.7, 'z': 0.2, 'radius': 2.7}|{'start': {'x': 0.0, 'y': -0.6, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.14, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': -0.35, 'y': 0.0, 'z': 0.13}, 'end': {'x': -0.2, 'y': 0.0, 'z': -0.2}, 'radius': 1.1}|{'start': {'x': -0.10000014, 'y': 1.1920929e-07, 'z': 1.1920929e-07}, 'end': {'x': 0.3, 'y': 0.0, 'z': 0.1}, 'radius': 1.2}|{'start': {'x': 1.192093e-07, 'y': -0.6, 'z': 5.960464e-08}, 'end': {'x': 0.0, 'y': 0.14, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.35, 'y': 0.0, 'z': 0.13}, 'end': {'x': 0.2, 'y': -2.384186e-07, 'z': -0.2}, 'radius': 1.1}|{'start': {'x': 0.1, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.3, 'y': 0.0, 'z': 0.1}, 'radius': 1.2}",,,,,,,,,,,,
10,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),BACK(1),0.0,40.0,0.0,ALL_RANGE(1),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,尻尾叩きつけ脚,TailAttack_Leg_L,尻尾叩きつけ,|||,9,,0,|||,L_LegU0|L_LegL0|L_Foot0|L_Foot1,L_LegU1|L_Foot0|L_Foot1|L_Foot2,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -0.1, 'y': -0.63, 'z': 0.15}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.28, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.3}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': -0.15, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.25, 'z': 0.0}, 'radius': 0.65}",,,,,,,,,,,,
11,SLIP(22),CAPTURE_NET(-956543104),COLLIDER_CENTER(-799903744),0.0,30.0,0.0,NORMAL(0),10.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,ラリアット開始叩きつけ,LariatPunch,ラリアット前の叩きつけ,||,2,,0,||,R_Hand0|R_Hand0|R_ArmL0,R_MiddleH1|R_ArmL0|R_ArmU0,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -1.1920929e-06, 'z': -2.3841858e-07}, 'end': {'x': -0.03, 'y': 0.12, 'z': 0.09}, 'radius': 0.9}|{'start': {'x': -0.2, 'y': -0.2, 'z': 0.0}, 'end': {'x': -0.2, 'y': -2.384186e-07, 'z': -0.2}, 'radius': 0.8}|{'start': {'x': -0.1, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.384186e-07, 'y': -3.576279e-07, 'z': 1.192093e-07}, 'radius': 0.8}",,,,,,,,,,,,
13,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),CENTER(6),0.0,40.0,0.0,NORMAL(0),10.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,翻り逆滑り,BackStreaming,翻り逆滑り,|||||,14,,0,|||||,Head|Head|Neck4|Head|Neck3|Neck2,|Neck4||Neck4||,Sphere|Capsule|Sphere|Capsule|Sphere|Sphere,"{'x': 0.0, 'y': 0.0, 'z': 1.5, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.2, 'z': 1.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.8}|{'x': 0.0, 'y': -0.2, 'z': 0.0, 'radius': 1.3}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'radius': 1.0}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}|{'x': 0.0, 'y': 0.1, 'z': 0.0, 'radius': 2.2}",,,,,,,,,,,,
14,EAR(5),CAPTURE_NET(-956543104),COLLIDER_CENTER(-799903744),0.0,0.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_7(8),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['OWNER_CENTER(1461833728)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,【未使用】咆哮,Bind_Voice,咆哮,,15,,0,咆哮（仮）,Head,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 30.0}",,,,,,,,,,,,
15,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,65.0,0.0,NORMAL(0),70.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,True,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,ラリアット（振り抜き）,Lariat_Finish,ラリアット,||,3,,0,||,R_Hand0|R_Hand0|R_ArmL0,R_MiddleH1|R_ArmL0|R_ArmU0,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -1.1920929e-06, 'z': -2.3841858e-07}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': -0.2, 'y': -0.2, 'z': 0.0}, 'end': {'x': -0.2, 'y': -2.384186e-07, 'z': -0.2}, 'radius': 0.8}|{'start': {'x': -0.1, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.384186e-07, 'y': -3.576279e-07, 'z': 1.192093e-07}, 'radius': 0.8}",,,,,,,,,,,,
16,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),CENTER(6),0.0,50.0,0.0,ALL_RANGE(1),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,尻尾薙ぎ移動（尻尾）,TailSweep_Tail,尻尾薙ぎ移動,|||||||||||||||,16,,0,|||||||||||||||,Hip|Tail_00|Tail_00|Tail_01|Tail_04|Tail_04|Tail_04|Tail_03|Tail_03|Tail_01|R_AddW1_7_3|R_AddW1_7_1|R_AddW1_7_0|L_AddW1_7_3|L_AddW1_7_1|L_AddW1_7_0,||Tail_01|Tail_02|Tail_05|Tail_05|Tail_05|Tail_04|Tail_04|Tail_02|R_AddW1_7_4|R_AddW1_7_2|R_AddW1_7_0|L_AddW1_7_4|L_AddW1_7_2|L_AddW1_7_0,Sphere|Sphere|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'x': 0.0, 'y': -0.3, 'z': 0.0, 'radius': 1.8}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 1.6, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.1, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.5}, 'radius': 1.0}|{'start': {'x': -1.6, 'y': 0.0, 'z': 0.0}, 'end': {'x': -2.1, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.9, 'y': 0.0, 'z': 0.0}, 'end': {'x': 1.6, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': -0.9, 'y': 0.0, 'z': 0.0}, 'end': {'x': -1.6, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.75}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.75}, 'radius': 1.0}",,,,,,,,,,,,
17,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),CENTER(6),0.0,50.0,0.0,ALL_RANGE(1),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,尻尾薙ぎ移動（胴）,TailSweep_Body,尻尾薙ぎ移動,||||||,17,,0,||||||,Head|Neck4|Neck3|Neck2|Neck1|Chest|Spine2,Head||||||,Capsule|Sphere|Sphere|Sphere|Sphere|Sphere|Sphere,"{'start': {'x': -0.01645452, 'y': -0.18, 'z': 0.758}, 'end': {'x': -0.1849999, 'y': -0.3999991, 'z': -0.1439928}, 'radius': 1.1}|{'x': 0.0, 'y': -0.2, 'z': 0.0, 'radius': 1.3}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}|{'x': 0.0, 'y': 0.1, 'z': 0.0, 'radius': 1.8}|{'x': 0.0, 'y': 0.2, 'z': 0.0, 'radius': 2.1}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.5}|{'x': 0.0, 'y': -0.7, 'z': 0.2, 'radius': 2.7}",,,,,,,,,,,,
18,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,20.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,True,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,ジャンプ用ダメージアタリなし,Jump,ジャンプ用ダメージなしアタリ,|||||||||||||||||||||||||,19,,0,|||||||||||||||||||||||||,Head|Neck4|Neck3|Neck2|Neck1|Chest|Spine2|Spine1|R_Hand0|R_Hand0|R_ArmL0|L_Hand0|L_Hand0|L_ArmL0|R_LegU0|R_LegL0|R_Foot0|R_Foot1|L_LegU0|L_LegL0|L_Foot0|L_Foot1|Hip|Tail_00|Tail_00|Tail_01,Head||||||||R_MiddleH1|R_ArmL0|R_ArmU0|L_MiddleH1|L_ArmL0|L_ArmU0|R_LegU1|R_Foot0|R_Foot1|R_Foot2|L_LegU1|L_Foot0|L_Foot1|L_Foot2|||Tail_01|Tail_02,Capsule|Sphere|Sphere|Sphere|Sphere|Sphere|Sphere|Sphere|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Sphere|Sphere|Capsule|Capsule,"{'start': {'x': -0.01645452, 'y': -0.18, 'z': 0.758}, 'end': {'x': -0.1849999, 'y': -0.3999991, 'z': -0.1439928}, 'radius': 0.8}|{'x': 0.0, 'y': -0.2, 'z': 0.0, 'radius': 1.2}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.3}|{'x': 0.0, 'y': 0.1, 'z': 0.0, 'radius': 1.8}|{'x': 0.0, 'y': 0.2, 'z': 0.0, 'radius': 2.2}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.5}|{'x': 0.0, 'y': -0.7, 'z': 0.2, 'radius': 2.5}|{'x': 0.0, 'y': -0.8, 'z': 0.0, 'radius': 2.4}|{'start': {'x': 0.0, 'y': -0.6, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.14, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': -0.35, 'y': 0.0, 'z': 0.13}, 'end': {'x': -0.2, 'y': 0.0, 'z': -0.2}, 'radius': 1.0}|{'start': {'x': -0.10000014, 'y': 1.1920929e-07, 'z': 1.1920929e-07}, 'end': {'x': 0.3, 'y': 0.0, 'z': 0.1}, 'radius': 1.0}|{'start': {'x': 1.192093e-07, 'y': -0.6, 'z': 5.960464e-08}, 'end': {'x': 0.0, 'y': 0.14, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.35, 'y': 0.0, 'z': 0.13}, 'end': {'x': 0.2, 'y': -2.384186e-07, 'z': -0.2}, 'radius': 1.0}|{'start': {'x': 0.1, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.3, 'y': 0.0, 'z': 0.1}, 'radius': 1.0}|{'start': {'x': 0.1, 'y': -0.63, 'z': 0.15}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.014525771}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.28, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.3}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': -4.768372e-07, 'y': -0.15, 'z': 3.182888e-05}, 'end': {'x': 2.145767e-06, 'y': -0.2499983, 'z': 6.556511e-07}, 'radius': 0.7}|{'start': {'x': -0.1, 'y': -0.63, 'z': 0.15}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.28, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.3}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': -0.15, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.25, 'z': 0.0}, 'radius': 0.7}|{'x': 0.0, 'y': -0.3, 'z': 0.0, 'radius': 1.8}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}",,,,,,,,,,,,
19,SMASH_SMALL(-1838723072),NONE(1996289920),CENTER(6),0.0,30.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,乗りぶつけ,RideAttack,乗りぶつけ,||||||||||||,13,,0,||||||||||||,Head|Neck4|Neck3|Neck2|Neck1|Chest|Spine2|R_Hand0|R_Hand0|R_ArmL0|L_Hand0|L_Hand0|L_ArmL0,Head|||||||R_MiddleH1|R_ArmL0|R_ArmU0|L_MiddleH1|L_ArmL0|L_ArmU0,Capsule|Sphere|Sphere|Sphere|Sphere|Sphere|Sphere|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -0.01645452, 'y': -0.18, 'z': 0.758}, 'end': {'x': -0.1849999, 'y': -0.3999991, 'z': -0.1439928}, 'radius': 1.1}|{'x': 0.0, 'y': -0.2, 'z': 0.0, 'radius': 1.3}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}|{'x': 0.0, 'y': 0.1, 'z': 0.0, 'radius': 1.8}|{'x': 0.0, 'y': 0.2, 'z': 0.0, 'radius': 2.1}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.5}|{'x': 0.0, 'y': -0.7, 'z': 0.2, 'radius': 2.7}|{'start': {'x': 0.0, 'y': -0.6, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.14, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': -0.35, 'y': 0.0, 'z': 0.13}, 'end': {'x': -0.2, 'y': 0.0, 'z': -0.2}, 'radius': 1.1}|{'start': {'x': -0.10000014, 'y': 1.1920929e-07, 'z': 1.1920929e-07}, 'end': {'x': 0.3, 'y': 0.0, 'z': 0.1}, 'radius': 1.2}|{'start': {'x': 1.192093e-07, 'y': -0.6, 'z': 5.960464e-08}, 'end': {'x': 0.0, 'y': 0.14, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.35, 'y': 0.0, 'z': 0.13}, 'end': {'x': 0.2, 'y': -2.384186e-07, 'z': -0.2}, 'radius': 1.1}|{'start': {'x': 0.1, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.3, 'y': 0.0, 'z': 0.1}, 'radius': 1.2}",,,,,,,,,,,,
20,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),15.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,True,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,頭突き,headbutt,頭突き,|||||,14,,0,|||||,Head|Head|Neck4|Head|Neck3|Neck2,|Neck4||Neck4||,Sphere|Capsule|Sphere|Capsule|Sphere|Sphere,"{'x': 0.0, 'y': 0.0, 'z': 1.5, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.2, 'z': 1.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.8}|{'x': 0.0, 'y': -0.2, 'z': 0.0, 'radius': 1.3}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'radius': 1.0}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}|{'x': 0.0, 'y': 0.1, 'z': 0.0, 'radius': 2.2}",,,,,,,,,,,,
21,GESTURE(7),NONE(1996289920),CENTER(6),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),NONE(3),,0.0,0.0,（しぐさ）大き目,,しぐさ,,0,,0,大き目しぐさ,Head,Neck4,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 15.0}",,,,,,,,,,,,
