RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,IsTarDirtyAttack,IsLastResortSuccessFinish,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate
10,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,ショートジャンプ奇襲_頭（着地）,JumpFlyAttackLand_Head,ショートジャンプ奇襲（着地）,,11,,0,顔,Head,Head,Capsule,"{'start': {'x': -5.960464e-08, 'y': 0.1, 'z': 1.1}, 'end': {'x': -1.490116e-08, 'y': 0.1, 'z': 0.1}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
11,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,45.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,ショートジャンプ奇襲_体（飛行時）,JumpFlyAttack_Body,ショートジャンプ奇襲,||||||||,12,,0,||||||||,Spine0|L_LegU0|L_LegL0|L_Foot0|L_Foot2|R_LegU0|R_LegL0|R_Foot0|R_Foot2,Tail0|L_LegU1|L_LegL0|L_Foot1|L_MiddleF2|R_LegU1|R_LegL0|R_Foot1|R_MiddleF2,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.3, 'z': 0.2}, 'end': {'x': 0.0, 'y': -1.3, 'z': -0.1999999}, 'radius': 2.4}|{'start': {'x': 0.0, 'y': -0.9000001, 'z': 0.1}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.2}, 'radius': 1.0}|{'start': {'x': 0.1, 'y': -0.2, 'z': 0.1}, 'end': {'x': 0.1, 'y': -1.0, 'z': 0.0}, 'radius': 0.64}|{'start': {'x': 0.1, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.09999964}, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 1.490116e-08, 'z': 1.490116e-08}, 'end': {'x': 0.0, 'y': -0.7, 'z': 0.0}, 'radius': 0.9000001}|{'start': {'x': 0.0, 'y': -0.9000003, 'z': 0.1}, 'end': {'x': 2.384186e-07, 'y': -0.1000001, 'z': 0.2}, 'radius': 1.0}|{'start': {'x': -0.1000001, 'y': -0.1999999, 'z': 0.1000001}, 'end': {'x': -0.09999967, 'y': -0.9999999, 'z': 5.960464e-08}, 'radius': 0.64}|{'start': {'x': -0.1000001, 'y': -0.2, 'z': 5.960464e-08}, 'end': {'x': 0.0, 'y': -2.980232e-08, 'z': 0.09999961}, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.7, 'z': 0.0}, 'radius': 0.9000001}",,,,,,,,,,,,,,,,,,
12,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,ショートジャンプ奇襲_体（着地）,JumpFlyAttackLand_Body,ショートジャンプ奇襲（着地）,||||||||,12,,0,||||||||,Spine0|L_LegU0|L_LegL0|L_Foot0|L_Foot2|R_LegU0|R_LegL0|R_Foot0|R_Foot2,Tail0|L_LegU1|L_LegL0|L_Foot1|L_MiddleF2|R_LegU1|R_LegL0|R_Foot1|R_MiddleF2,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.3, 'z': 0.2}, 'end': {'x': 0.0, 'y': -1.3, 'z': -0.1999999}, 'radius': 2.4}|{'start': {'x': 0.0, 'y': -0.9000001, 'z': 0.1}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.2}, 'radius': 1.0}|{'start': {'x': 0.1, 'y': -0.2, 'z': 0.1}, 'end': {'x': 0.1, 'y': -1.0, 'z': 0.0}, 'radius': 0.64}|{'start': {'x': 0.1, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.09999964}, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 1.490116e-08, 'z': 1.490116e-08}, 'end': {'x': 0.0, 'y': -0.7, 'z': 0.0}, 'radius': 0.9000001}|{'start': {'x': 0.0, 'y': -0.9000003, 'z': 0.1}, 'end': {'x': 2.384186e-07, 'y': -0.1000001, 'z': 0.2}, 'radius': 1.0}|{'start': {'x': -0.1000001, 'y': -0.1999999, 'z': 0.1000001}, 'end': {'x': -0.09999967, 'y': -0.9999999, 'z': 5.960464e-08}, 'radius': 0.64}|{'start': {'x': -0.1000001, 'y': -0.2, 'z': 5.960464e-08}, 'end': {'x': 0.0, 'y': -2.980232e-08, 'z': 0.09999961}, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.7, 'z': 0.0}, 'radius': 0.9000001}",,,,,,,,,,,,,,,,,,
13,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),CENTER(6),0.0,80.0,0.0,ALL_RANGE(1),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,死にマネ起き上がり攻撃,ActDeadAttack,死にマネ,||||||,13,,0,||||||,Head|Spine0|Tail1|Tail2|Tail4|Tail5|Tail6,Head|Tail0|Tail2|Tail4|Tail5|Tail6|Tail7,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -5.960464e-08, 'y': 0.1, 'z': 0.8}, 'end': {'x': -1.490116e-08, 'y': 0.1, 'z': 0.1}, 'radius': 1.6}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.2}, 'end': {'x': 0.0, 'y': -1.3, 'z': -0.1999999}, 'radius': 2.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.6}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.2, 'z': -0.4}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.2}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.87}",,,,,,,,,,,,,,,,,,
14,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,40.0,0.0,NORMAL(0),15.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,毒吐き走り（疲労）_体,TiredGeroMoveEnd,毒吐き走り（疲労）_体,|,7,,0,|,Spine0|Head,Tail0|Head,Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.3, 'z': 0.2}, 'end': {'x': 0.0, 'y': -1.3, 'z': -0.1999999}, 'radius': 2.4}|{'start': {'x': -5.960464e-08, 'y': 0.1, 'z': 1.1}, 'end': {'x': -1.490116e-08, 'y': 0.1, 'z': 0.1}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
15,GESTURE(7),CAPTURE_NET(-956543104),BACK(1),0.0,10.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,バックジャンプ着地_右脚,BackJump_RightLeg,バックジャンプ_脚,|,15,,0,|,R_Foot0|R_Foot2,R_Foot1|R_MiddleF2,Capsule|Capsule,"{'start': {'x': -0.1000001, 'y': -0.2, 'z': 5.960464e-08}, 'end': {'x': 0.0, 'y': -2.980232e-08, 'z': 0.09999961}, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.7, 'z': 0.0}, 'radius': 0.9000001}",,,,,,,,,,,,,,,,,,
16,GESTURE(7),CAPTURE_NET(-956543104),BACK(1),0.0,10.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,バックジャンプ着地_左脚,BackJump_LeftLeg,バックジャンプ_脚,|,16,,0,|,L_Foot0|L_Foot2,L_Foot1|L_MiddleF2,Capsule|Capsule,"{'start': {'x': 0.1, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.09999964}, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 1.490116e-08, 'z': 1.490116e-08}, 'end': {'x': 0.0, 'y': -0.7, 'z': 0.0}, 'radius': 0.9000001}",,,,,,,,,,,,,,,,,,
19,SMASH(21),CAPTURE_NET(-956543104),CENTER(6),0.0,30.0,0.0,NORMAL(0),15.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,尻尾ムチ攻撃,TailWhip,尻尾ムチ,||||,8,,0,||||,Tail1|Tail2|Tail4|Tail5|Tail6,Tail2|Tail4|Tail5|Tail6|Tail7,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.6}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.2, 'z': -0.4}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.2}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.87}",,,,,,,,,,,,,,,,,,
20,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),True,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,弱閃光頭突き,SmallFlashHead,弱閃光頭突き,,11,,0,顔,Head,Head,Capsule,"{'start': {'x': -5.960464e-08, 'y': 0.1, 'z': 1.1}, 'end': {'x': -1.490116e-08, 'y': 0.1, 'z': 0.1}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
21,SLIP(22),CAPTURE_NET(-956543104),ROLLING_R(8),0.0,25.0,0.0,NORMAL(0),10.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,ショート尻尾振り攻撃,ShortBackTailAttack,尻尾振り攻撃_ショート,||||,8,,0,||||,Tail1|Tail2|Tail4|Tail5|Tail6,Tail2|Tail4|Tail5|Tail6|Tail7,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.6}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.2, 'z': -0.4}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.2}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.87}",,,,,,,,,,,,,,,,,,
22,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,20.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,２連続ついばみ,ShortPicking,２連続ついばみ_頭,,1,,0,顔_Copied,Head,Head,Capsule,"{'start': {'x': -5.960464e-08, 'y': 0.1, 'z': 0.8}, 'end': {'x': -1.490116e-08, 'y': 0.1, 'z': 0.1}, 'radius': 1.6}",,,,,,,,,,,,,,,,,,
23,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,20.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,POISON(1990626048),False,100.0,False,20.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,2連続ついばみ_毒,ShortPicking_Poison,２連続ついばみ_毒,,3,,0,顔_Copied,Head,Head,Capsule,"{'start': {'x': -5.960464e-08, 'y': 0.1, 'z': 0.8}, 'end': {'x': -1.490116e-08, 'y': 0.1, 'z': 0.1}, 'radius': 1.6}",,,,,,,,,,,,,,,,,,
24,SMASH(21),CAPTURE_NET(-956543104),CENTER(6),0.0,45.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,強尻尾ムチ攻撃,StrongTailWhip,強尻尾ムチ,||||,9,,0,||||,Tail1|Tail2|Tail4|Tail5|Tail6,Tail2|Tail4|Tail5|Tail6|Tail7,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.6}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'radius': 1.4}|{'start': {'x': 0.0, 'y': 0.2, 'z': -0.4}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.8000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.2}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.8000001}",,,,,,,,,,,,,,,,,,
25,SMASH(21),NONE(1996289920),FRONT(0),0.0,20.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,True,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,ジャンプ用,Jump,ジャンプ用ダメージなし,||||||||,6,,0,||||||||,Spine0|L_LegU0|L_LegL0|L_Foot0|L_Foot2|R_LegU0|R_LegL0|R_Foot0|R_Foot2,Tail0|L_LegU1|L_LegL0|L_Foot1|L_MiddleF2|R_LegU1|R_LegL0|R_Foot1|R_MiddleF2,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.3, 'z': 0.2}, 'end': {'x': 0.0, 'y': -1.3, 'z': -0.1999999}, 'radius': 2.4}|{'start': {'x': 0.0, 'y': -0.9000001, 'z': 0.1}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.2}, 'radius': 1.0}|{'start': {'x': 0.1, 'y': -0.2, 'z': 0.1}, 'end': {'x': 0.1, 'y': -1.0, 'z': 0.0}, 'radius': 0.64}|{'start': {'x': 0.1, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.09999964}, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 1.490116e-08, 'z': 1.490116e-08}, 'end': {'x': 0.0, 'y': -0.7, 'z': 0.0}, 'radius': 0.9000001}|{'start': {'x': 0.0, 'y': -0.9000003, 'z': 0.1}, 'end': {'x': 2.384186e-07, 'y': -0.1000001, 'z': 0.2}, 'radius': 1.0}|{'start': {'x': -0.1000001, 'y': -0.1999999, 'z': 0.1000001}, 'end': {'x': -0.09999967, 'y': -0.9999999, 'z': 5.960464e-08}, 'radius': 0.64}|{'start': {'x': -0.1000001, 'y': -0.2, 'z': 5.960464e-08}, 'end': {'x': 0.0, 'y': -2.980232e-08, 'z': 0.09999961}, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.7, 'z': 0.0}, 'radius': 0.9000001}",,,,,,,,,,,,,,,,,,
26,SLIP(22),NONE(1996289920),CENTER(6),0.0,20.0,0.0,NORMAL(0),10.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,【乗り】乗り暴れ,Ride,乗り暴れ,|||||||||||||||,18,,0,|||||||||||||||,Head|Spine0|L_LegU0|L_LegL0|L_Foot0|L_Foot2|R_LegU0|R_LegL0|R_Foot0|R_Foot2|Neck3|Tail1|Tail2|Tail4|Tail5|Tail6,Head|Tail0|L_LegU1|L_LegL0|L_Foot1|L_MiddleF2|R_LegU1|R_LegL0|R_Foot1|R_MiddleF2|Neck2|Tail2|Tail4|Tail5|Tail6|Tail7,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -5.960464e-08, 'y': 0.1, 'z': 0.8}, 'end': {'x': -1.490116e-08, 'y': 0.1, 'z': 0.1}, 'radius': 1.6}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.2}, 'end': {'x': 0.0, 'y': -1.3, 'z': -0.1999999}, 'radius': 2.4}|{'start': {'x': 0.0, 'y': -0.9000001, 'z': 0.1}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.2}, 'radius': 1.0}|{'start': {'x': 0.1, 'y': -0.2, 'z': 0.1}, 'end': {'x': 0.1, 'y': -1.0, 'z': 0.0}, 'radius': 0.64}|{'start': {'x': 0.1000001, 'y': -0.2, 'z': 5.960464e-08}, 'end': {'x': 0.0, 'y': -5.960464e-08, 'z': 0.09999961}, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 1.490116e-08, 'z': 1.490116e-08}, 'end': {'x': 0.0, 'y': -0.7, 'z': 0.0}, 'radius': 0.9000001}|{'start': {'x': 0.0, 'y': -0.9000003, 'z': 0.1}, 'end': {'x': 2.384186e-07, 'y': -0.1000001, 'z': 0.2}, 'radius': 1.0}|{'start': {'x': -0.1000001, 'y': -0.1999999, 'z': 0.1000001}, 'end': {'x': -0.09999967, 'y': -0.9999999, 'z': 5.960464e-08}, 'radius': 0.64}|{'start': {'x': -0.1000004, 'y': -0.2000002, 'z': 1.192093e-07}, 'end': {'x': 0.0, 'y': -1.192093e-07, 'z': 0.09999967}, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.7, 'z': 0.0}, 'radius': 0.9000001}|{'start': {'x': 0.0, 'y': -0.15, 'z': -0.1}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.1}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.2}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.37}",,,,,,,,,,,,,,,,,,
