RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,IsTarDirtyAttack,IsLastResortSuccessFinish,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,IsOnlyHitEmAttack
9,SMASH_SMALL(-1838723072),NONE(1996289920),CENTER(6),0.0,60.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['ROLLING_R(8)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,,,,||,10,,0,||,Head|Head|Head,Head|Jaw|Neck2,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 1.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 1.0, 'z': 5.0}, 'radius': 2.2}|{'start': {'x': 0.0, 'y': 1.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 3.0}, 'radius': 1.65}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 2.7}",,,,,,,,,,,,,,,,,,,
10,SMASH_SMALL(-1838723072),NONE(1996289920),CENTER(6),0.0,52.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),FIRE(1),0,23.0,FIRE(-241644512),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['ROLLING_R(8)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,,,,|||||,11,,0,|||||,Tail0|Tail1|Tail2|Tail3|Tail4|Tail5,Tail1|Tail2|Tail3|Tail4|Tail5|Tail6_CH_end,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 3.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 3.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 2.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 2.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,,
11,SMASH_UPPER(9),NONE(1996289920),FRONT(0),0.0,90.0,0.0,ALL_RANGE(1),60.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,50.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,,,,|,13,,0,|,L_WingL0|L_HandW1,L_HandW0|L_MiddleW1,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.4}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 1.8, 'y': 0.0, 'z': 0.0}, 'radius': 2.0}",,,,,,,,,,,,,,,,,,,
12,SMASH_UPPER(9),NONE(1996289920),FRONT(0),0.0,90.0,0.0,ALL_RANGE(1),60.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,50.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,,,,|,14,,0,|,R_WingL0|R_HandW1,R_HandW0|R_MiddleW1,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.4000001}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -1.8000011, 'y': 0.0, 'z': 0.0}, 'radius': 2.0}",,,,,,,,,,,,,,,,,,,
13,SMASH(21),NONE(1996289920),FRONT(0),0.0,60.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,,,,|,15,,0,|,L_WingL0|L_HandW1,L_HandW0|L_MiddleW1,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.4}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 1.8, 'y': 0.0, 'z': 0.0}, 'radius': 1.5}",,,,,,,,,,,,,,,,,,,
14,SMASH(21),NONE(1996289920),FRONT(0),0.0,60.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,,,,|,16,,0,|,R_WingL0|R_HandW1,R_HandW0|R_MiddleW1,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.4000001}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -1.8000011, 'y': 0.0, 'z': 0.0}, 'radius': 1.5}",,,,,,,,,,,,,,,,,,,
15,SMASH(21),NONE(1996289920),FRONT(0),0.0,60.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,,,,||,17,,0,||,L_ArmU0|L_ArmL0|L_Hand1,L_ArmU1|L_Hand1|L_MiddleH2,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.5}, 'radius': 1.2}",,,,,,,,,,,,,,,,,,,
16,SMASH(21),NONE(1996289920),FRONT(0),0.0,60.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,,,,||,18,,0,||,R_ArmU0|R_ArmL0|R_Hand1,R_ArmU1|R_Hand1|R_MiddleH2,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.10000014, 'z': 0.5}, 'radius': 1.2}",,,,,,,,,,,,,,,,,,,
17,SMASH(21),NONE(1996289920),FRONT(0),0.0,60.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,,,,|||,19,,0,|||,L_LegU0|L_LegL0|L_LegL1|L_Foot0,L_LegU1|L_LegL1|L_Foot0|L_RingF1,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.2}, 'radius': 1.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': -0.2, 'y': 0.0, 'z': 0.3}, 'end': {'x': -0.4, 'y': -0.2, 'z': 1.0}, 'radius': 1.2}",,,,,,,,,,,,,,,,,,,
18,SMASH(21),NONE(1996289920),FRONT(0),0.0,60.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0,NONE(0),False,False,NONE(3),,0.0,0.0,,,,|||,20,,0,|||,R_LegU0|R_LegL0|R_LegL1|R_Foot0,R_LegU1|R_LegL1|R_Foot0|R_RingF1,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -4.7683716e-07, 'z': -0.19999981}, 'radius': 1.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.20000029, 'y': 0.0, 'z': 0.29999995}, 'end': {'x': 0.39999962, 'y': -0.19999981, 'z': 0.9999994}, 'radius': 1.2}",,,,,,,,,,,,,,,,,,,
