RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat
20,SLIP(22),CAPTURE_NET(-956543104),CENTER(6),0.0,9.0,0.0,NORMAL(0),30.0,S(165454032),NONE(-94023312),FIRE(1),0,21.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),M(156526672),False,NONE(3),,0.0,0.0,触腕叩きつけ_左後(炎纏い),L_Back_Slap_Fire,触腕叩きつけ(炎纏い),||||,4,,0,||||,L_Multi2_Leg7|L_Multi2_Leg9|L_Multi2_Leg11|L_Multi2_Leg13|L_Multi2_Leg16,L_Multi2_Leg9|L_Multi2_Leg11|L_Multi2_Leg13|L_Multi2_Leg15|L_Multi2_Leg17,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.5}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}",,,,,,,,,,,,,,,,,,
5,SLIP(22),CAPTURE_NET(-956543104),CENTER(6),0.0,30.0,0.0,NORMAL(0),30.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),M(156526672),False,NONE(3),,0.0,0.0,触腕叩きつけ_右後,R_Back_Slap,触腕叩きつけ,||||,5,,0,||||,R_Multi2_Leg7|R_Multi2_Leg9|R_Multi2_Leg11|R_Multi2_Leg13|R_Multi2_Leg16,R_Multi2_Leg9|R_Multi2_Leg11|R_Multi2_Leg13|R_Multi2_Leg15|R_Multi2_Leg17,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.5}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}",,,,,,,,,,,,,,,,,,
21,SLIP(22),CAPTURE_NET(-956543104),CENTER(6),0.0,9.0,0.0,NORMAL(0),30.0,S(165454032),NONE(-94023312),FIRE(1),0,21.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),M(156526672),False,NONE(3),,0.0,0.0,触腕叩きつけ_右後(炎纏い),R_Back_Slap_Fire,触腕叩きつけ(炎纏い),||||,5,,0,||||,R_Multi2_Leg7|R_Multi2_Leg9|R_Multi2_Leg11|R_Multi2_Leg13|R_Multi2_Leg16,R_Multi2_Leg9|R_Multi2_Leg11|R_Multi2_Leg13|R_Multi2_Leg15|R_Multi2_Leg17,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.5}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}",,,,,,,,,,,,,,,,,,
6,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),30.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,背面触腕叩きつけ_左,L_SwingAttack,背面触腕叩きつけ,|||,6,,0,|||,L_Multi0_Leg8|L_Multi0_Leg11|L_Multi0_Leg13|L_Multi0_Leg16,L_Multi0_Leg10|L_Multi0_Leg12|L_Multi0_Leg15|L_Multi0_Leg17,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
22,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,9.0,0.0,NORMAL(0),30.0,S(165454032),NONE(-94023312),FIRE(1),0,21.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,背面触腕叩きつけ_左(炎纏い),L_SwingAttack_Fire,背面触腕叩きつけ(炎纏い),|||,6,,0,|||,L_Multi0_Leg8|L_Multi0_Leg11|L_Multi0_Leg13|L_Multi0_Leg16,L_Multi0_Leg10|L_Multi0_Leg12|L_Multi0_Leg15|L_Multi0_Leg17,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
7,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),30.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,背面触腕叩きつけ_右,R_SwingAttack,背面触腕叩きつけ,|||,7,,0,|||,R_Multi0_Leg8|R_Multi0_Leg11|R_Multi0_Leg13|R_Multi0_Leg16,R_Multi0_Leg10|R_Multi0_Leg12|R_Multi0_Leg15|R_Multi0_Leg17,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
23,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,9.0,0.0,NORMAL(0),30.0,S(165454032),NONE(-94023312),FIRE(1),0,21.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,背面触腕叩きつけ_右(炎纏い),R_SwingAttack_Fire,背面触腕叩きつけ(炎纏い),|||,7,,0,|||,R_Multi0_Leg8|R_Multi0_Leg11|R_Multi0_Leg13|R_Multi0_Leg16,R_Multi0_Leg10|R_Multi0_Leg12|R_Multi0_Leg15|R_Multi0_Leg17,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
8,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),CENTER(6),0.0,40.0,0.0,NORMAL(0),50.0,M(-1996372096),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['ROLLING_R(8)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,半回転攻撃_右前,R_Front_SpinAttack,半回転攻撃,|||,8,,0,|||,R_Multi0_Leg5|R_Multi0_Leg8|R_Multi0_Leg11|R_Multi0_Leg13,R_Multi0_Leg7|R_Multi0_Leg10|R_Multi0_Leg12|R_Multi0_Leg15,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
24,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),CENTER(6),0.0,12.0,0.0,NORMAL(0),50.0,M(-1996372096),NONE(-94023312),FIRE(1),0,28.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['ROLLING_R(8)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,半回転攻撃_右前(炎纏い),R_Front_SpinAttack_Fire,半回転攻撃(炎纏い),|||,8,,0,|||,R_Multi0_Leg5|R_Multi0_Leg8|R_Multi0_Leg11|R_Multi0_Leg13,R_Multi0_Leg7|R_Multi0_Leg10|R_Multi0_Leg12|R_Multi0_Leg15,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
35,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),CENTER(6),0.0,40.0,0.0,NORMAL(0),50.0,M(-1996372096),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['ROLLING_R(8)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,半回転攻撃_左後,L_Back_SpinAttack,半回転攻撃,|||,9,,0,|||,L_Multi2_Leg5|L_Multi2_Leg8|L_Multi2_Leg11|L_Multi2_Leg13,L_Multi2_Leg7|L_Multi2_Leg10|L_Multi2_Leg12|L_Multi2_Leg15,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.2, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.2, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
36,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),CENTER(6),0.0,12.0,0.0,NORMAL(0),50.0,M(-1996372096),NONE(-94023312),FIRE(1),0,28.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['ROLLING_R(8)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,半回転攻撃_左後(炎纏い),L_Back_SpinAttack_Fire,半回転攻撃(炎纏い),|||,9,,0,|||,L_Multi2_Leg5|L_Multi2_Leg8|L_Multi2_Leg11|L_Multi2_Leg13,L_Multi2_Leg7|L_Multi2_Leg10|L_Multi2_Leg12|L_Multi2_Leg15,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.2, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.2, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
37,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),CENTER(6),0.0,40.0,0.0,NORMAL(0),50.0,M(-1996372096),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['ROLLING_R(8)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,半回転攻撃_胴,Body_SpinAttack,半回転攻撃,|||||||||||||||||||,10,,0,|||||||||||||||||||,L_Multi0_Leg7|L_Multi0_Leg5|L_Multi0_Leg7|L_Multi1_Leg5|L_Multi1_Leg7|R_Multi0_Leg5|R_Multi0_Leg7|R_Multi1_Leg5|R_Multi1_Leg7|L_Multi2_Leg5|L_Multi2_Leg7|L_Multi2_Leg7|L_Multi0_Leg7|L_Multi0_Leg9|L_Multi1_Leg7|L_Multi1_Leg9|R_Multi1_Leg7|R_Multi1_Leg9|R_Multi2_Leg7|R_Multi2_Leg9,R_Multi0_Leg7|L_Multi1_Leg7|L_Multi1_Leg5|L_Multi2_Leg7|L_Multi2_Leg5|R_Multi1_Leg7|R_Multi1_Leg5|R_Multi2_Leg7|R_Multi2_Leg5|R_Multi2_Leg7|R_Multi2_Leg5|R_Multi2_Leg7|L_Multi0_Leg9|L_Multi0_Leg11|L_Multi1_Leg9|L_Multi1_Leg11|R_Multi1_Leg9|R_Multi1_Leg11|R_Multi2_Leg9|R_Multi2_Leg11,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,
