RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams
53,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.5,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,f8ce0ae6-c3e1-484d-acea-d7e507d123a4,False,True,STOMP_02(-1421223296),False,ジャストラッシュ剣2_成功,,ジャストラッシュ剣2_成功,,0,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': -2.316225e-08, 'y': 0.0, 'z': 0.3295327}, 'end': {'x': 3.0171574e-08, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}"
55,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,80.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.5,1.0,True,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,b7ae948e-04e1-499c-bb2e-24a9b6985873,False,True,STOMP_00(511848320),False,ジャストラッシュ突き_成功,,ジャストラッシュ突き_成功,,3,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': -4.0644025e-07, 'y': 0.0, 'z': -1.1444995}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.67}, 'radius': 1.0}"
70,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,True,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,29990da0-4ef3-4b6e-9de0-e775e1c19338,False,True,INVALID(-361180672),False,鍔迫り連続刺し,,鍔迫り連続刺し,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
56,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,ジャストラッシュ突き_失敗,,ジャストラッシュ突き_失敗,,3,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': -4.0644025e-07, 'y': 0.0, 'z': -1.1444995}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.67}, 'radius': 1.0}"
54,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,S_SLASH_00(10757),False,ジャストラッシュ剣2_失敗,,ジャストラッシュ剣2_失敗,,0,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': -2.316225e-08, 'y': 0.0, 'z': 0.3295327}, 'end': {'x': 3.0171574e-08, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}"
51,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,40.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.5,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,f8ce0ae6-c3e1-484d-acea-d7e507d123a4,False,True,STOMP_02(-1421223296),False,ジャストラッシュ剣1_成功,,ジャストラッシュ剣1_成功,,0,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': -2.316225e-08, 'y': 0.0, 'z': 0.3295327}, 'end': {'x': 3.0171574e-08, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}"
26,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_9(6),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,True,True,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,True,True,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NONE(55),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,精密攻撃_エイム,,精密攻撃弱点用,,13,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.2}, 'end': {'x': 4.512277e-08, 'y': 0.0, 'z': 2.8}, 'radius': 0.8}"
24,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,5.0,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,f8ce0ae6-c3e1-484d-acea-d7e507d123a4,False,True,SLASH_06(-484845056),False,滑り込み斬り2,,滑り込み斬り2,,0,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': -2.316225e-08, 'y': 0.0, 'z': 0.3295327}, 'end': {'x': 3.0171574e-08, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}"
23,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,5.0,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,滑り込み斬り1,,滑り込み斬り1,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
25,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,True,True,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,STOMP_00(511848320),False,精密攻撃,,精密攻撃,,12,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.2}, 'end': {'x': 2.390774e-07, 'y': 0.0, 'z': 2.8}, 'radius': 0.8}"
3,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,27.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.3,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,S_SLASH_02(31010),False,右斬り上げ,,右斬り上げ,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
4,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,STOMP_00(511848320),False,突進斬り,,突進斬り,,9,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.5}, 'radius': 0.7}"
12,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,39.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.2,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,f8ce0ae6-c3e1-484d-acea-d7e507d123a4,False,False,S_SLASH_03(31638),False,回転斬り上げ,,回転斬り上げ,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -5.285572e-08, 'y': 0.0, 'z': 1.6}, 'radius': 0.6}"
13,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,28.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.2,1.2,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,7f4afc90-fffd-4512-a948-35a262c08ef6,True,True,INVALID(-361180672),False,フィニッシュ斬り1段目,,フィニッシュ斬り1段目,|,10,,0,|,Root|Root,Root|Root,ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.6}|{'start': {'x': 0.6, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.6, 'y': 0.0, 'z': 0.8}, 'radius': 0.4}"
