RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,IsDisableAnimalAttack,IsExFieldWpAttackFinal,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,CaptureDamage,ShellReflectionFlag,SlingerCatchDamageType,SpecialType
10,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,72.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),,0.0,0.0,-1,14.0,0.0,0.0,NORMAL(0),False,209b5bd6-ee6f-4978-9d44-4fda19009b0d,True,False,SLASH_04(-1072744384),False,斧：強化斬り2,,斧：斧強化斬り2,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.0}, 'radius': 0.7}",,,,
11,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,SLASH(9),,0.0,0.0,-1,5.0,0.0,0.0,GESTURE(7),False,a93abdc3-d8f7-4c2a-97bd-4c1e2f24100e,False,False,S_SLASH_00(10757),False,斧：振り回しフィニッシュ1,,斧：振り回しフィニッシュ1,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.0}, 'radius': 0.7}",,,,
12,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,70.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,SLASH(9),,0.0,0.0,-1,7.0,0.0,0.0,NORMAL(0),False,209b5bd6-ee6f-4978-9d44-4fda19009b0d,False,False,S_SLASH_00(10757),False,斧：振り回しフィニッシュ2,,斧：振り回しフィニッシュ2,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.0}, 'radius': 0.7}",,,,
13,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,35.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,4,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,SLASH(9),,0.0,0.0,-1,10.0,0.0,0.0,GESTURE(7),False,7804ce88-336c-47aa-8a32-0485bb4b774c,False,False,L_SLASH_02(15055),False,斧：振り回しフィニッシュ3,,斧：振り回しフィニッシュ3,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.0}, 'radius': 0.7}",,,,
14,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,55.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),,0.0,0.0,-1,14.0,0.0,0.0,NORMAL(0),False,7804ce88-336c-47aa-8a32-0485bb4b774c,True,True,L_SLASH_00(6566),False,斧：ジャンプ斬り,,斧：ジャンプ斬り,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.0}, 'radius': 0.7}",,,,
15,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,35.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),,0.0,0.0,-1,10.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,THRUST_02(17089),False,斧：突進突き,,斧：突進突き,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.0}, 'radius': 0.7}",,,,
16,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,32.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,SLASH(9),,0.0,0.0,-1,15.0,0.0,0.0,NORMAL(0),False,f6e34cb0-a536-415a-add0-ab44353c039a,True,True,S_SLASH_01(31722),False,斧：相殺フィニッシュ1,,斧：相殺フィニッシュ斬り1,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.0}, 'radius': 0.7}",,,,
17,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,90.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,SLASH(9),,0.0,0.0,-1,35.0,0.0,0.0,NORMAL(0),False,209b5bd6-ee6f-4978-9d44-4fda19009b0d,True,True,SLASH_04(-1072744384),False,斧：相殺フィニッシュ2,,斧：相殺フィニッシュ斬り2,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.0}, 'radius': 0.7}",,,,
18,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),,0.0,0.0,-1,10.0,0.0,0.0,NORMAL(0),False,f6e34cb0-a536-415a-add0-ab44353c039a,True,False,L_SLASH_00(6566),False,斧：抜刀縦斬り,,斧：抜刀縦斬り,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.0}, 'radius': 0.7}",,,,
20,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,32.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),,-110.0,0.0,-1,0.0,6.0,15.0,NORMAL(0),False,7804ce88-336c-47aa-8a32-0485bb4b774c,False,True,S_SLASH_00(10757),False,斧→剣：変形二段斬り上げ1,,斧→剣：変形二段斬り上げ1,,4,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.5}, 'radius': 0.7}",,,,
22,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,123.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,SLASH(9),,0.0,0.0,-1,0.0,20.0,38.0,NORMAL(0),False,209b5bd6-ee6f-4978-9d44-4fda19009b0d,False,True,SLASH_04(-1072744384),False,斧→剣：変形相殺フィニッシュ,,斧→剣：相殺変形フィニッシュ,,4,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.5}, 'radius': 0.7}",,,,
30,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,33.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),,5.0,0.0,-1,0.0,5.0,7.0,NORMAL(0),False,11f638cc-d5ec-48a5-af83-0b83a40dad47,False,True,SLASH_10(1861),False,剣：縦斬り,,剣：縦斬り,,4,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.5}, 'radius': 0.7}",,,,
31,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,42.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),,-150.0,0.0,-1,0.0,4.0,7.0,NORMAL(0),False,11f638cc-d5ec-48a5-af83-0b83a40dad47,False,True,S_SLASH_02(31010),False,剣：斬り上げ1,,剣：斬り上げ1,,4,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.5}, 'radius': 0.7}",,,,
32,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,48.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),,150.0,0.0,-1,0.0,4.0,7.0,NORMAL(0),False,11f638cc-d5ec-48a5-af83-0b83a40dad47,False,True,S_SLASH_03(31638),False,剣：斬り上げ2,,剣：斬り上げ2,,4,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.5}, 'radius': 0.7}",,,,
33,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),,70.0,0.0,-1,0.0,10.0,10.0,NORMAL(0),False,11f638cc-d5ec-48a5-af83-0b83a40dad47,False,True,S_SLASH_00(10757),False,剣：二連斬り1,,剣：二連斬り1,,4,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.5}, 'radius': 0.7}",,,,
