RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,IsDisableAnimalAttack,IsExFieldWpAttackFinal,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,CaptureDamage,ShellReflectionFlag,SlingerCatchDamageType,SpecialType
Wp11Shell_DashClimb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,18.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,IGNORE_PARTS_PRIORITY(2),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SHOT(3),0.3,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.5,0.5,True,True,,False,False,1.0,False,False,False,ARROW(6),PHYSICAL(0),0.0,0.0,-1,1.5,0.0,0.0,NORMAL(0),False,5a4eea29-0782-4c56-99a8-6e121ccbbe51,False,,,,壁駆け上がり射撃,,壁駆け上がり射撃×７,,0,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.2}",0.0,ENABLED_REFLECTION(0),INVALID(-1),NORMAL(18341792)
421,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,11.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,UnknEnumVal(3),3.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SHOT(3),0.3,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,0.5,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,"{'Wp11PenetrateBottle_MultiHitCurve.user.3': [np.float64(1.2), np.float64(1.2), np.float64(0.9), np.float64(0.5), np.float64(0.3), np.float64(0.15), np.float64(0.1), np.float64(0.05), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]}",False,False,False,False,False,10,True,True,0.3,0.3,False,True,"{'Wp11PenetrateBottle_MultiHitStatusCurve.user.3': [np.float64(1.0), np.float64(1.0), np.float64(0.8), np.float64(0.4), np.float64(0.2), np.float64(0.1), np.float64(0.1), np.float64(0.1), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]}",False,False,1.0,False,False,False,ARROW(6),PHYSICAL(0),0.0,0.0,-1,1.5,0.0,0.0,NORMAL(0),False,48275ff4-3951-4fc1-ae24-c40d2fac86cf,False,,,,壁駆け上がり射撃（貫通ビン）,,壁駆け上がり射撃×７（貫通ビン）,,0,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.2}",0.0,ENABLED_REFLECTION(0),INVALID(-1),NORMAL(18341792)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wp11Shell_DashClimbHoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,13.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,UnknEnumVal(3),5.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SHOT(3),0.3,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,0.5,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,"{'Wp11PenetrateBottle_MultiHitCurve.user.3': [np.float64(1.2), np.float64(1.2), np.float64(0.9), np.float64(0.5), np.float64(0.3), np.float64(0.15), np.float64(0.1), np.float64(0.05), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]}",False,False,False,False,False,10,True,True,0.3,0.3,False,True,"{'Wp11PenetrateBottle_MultiHitStatusCurve.user.3': [np.float64(1.0), np.float64(1.0), np.float64(0.8), np.float64(0.4), np.float64(0.2), np.float64(0.1), np.float64(0.1), np.float64(0.1), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]}",False,False,1.0,False,False,False,ARROW(6),PHYSICAL(0),0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,48275ff4-3951-4fc1-ae24-c40d2fac86cf,False,,,,壁駆け上がり射撃追尾（貫通ビン）,,壁駆け上がり射撃追尾（貫通）,,0,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.2}",0.0,,INVALID(-1),NORMAL(18341792)
212,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,IGNORE_PARTS_PRIORITY(2),5.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SHOT(3),0.3,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.5,0.5,False,True,,False,False,1.0,False,False,False,ARROW(6),PHYSICAL(0),0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,5a4eea29-0782-4c56-99a8-6e121ccbbe51,False,,,,壁駆け上がり射撃追尾,,壁駆け上がり射撃追尾（単発）,,0,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.2}",0.0,,INVALID(-1),NORMAL(18341792)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wp11Shell_EmRideFinish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,70.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),5.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SHOT(3),1.0,0.0,0.0,FINISH(3),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,ARROW(6),,0.0,0.0,-1,0.0,0.0,0.0,GESTURE(7),False,d3711f3d-8743-433a-ad42-88ea68005138,False,,,,EM乗りフィニッシ一撃,,EM乗りフィニッシュ一撃（2本目）,,0,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.2}",0.0,,INVALID(-1),NORMAL(18341792)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wp11Shell_Gosha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,9.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,IGNORE_PARTS_PRIORITY(2),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SHOT(3),0.5,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.3,0.3,True,True,,False,False,1.0,False,False,False,ARROW(6),,0.0,0.0,-1,1.0,0.0,0.0,NORMAL(0),False,5a4eea29-0782-4c56-99a8-6e121ccbbe51,False,,,,剛射Lv1,,剛射Lv1×３,,0,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.2}",0.0,ENABLED_REFLECTION(0),INVALID(-1),NORMAL(18341792)
5,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,IGNORE_PARTS_PRIORITY(2),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SHOT(3),0.7,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.5,0.5,True,True,,False,False,1.0,False,False,False,ARROW(6),,0.0,0.0,-1,1.0,0.0,0.0,NORMAL(0),False,5a4eea29-0782-4c56-99a8-6e121ccbbe51,False,,,,剛射Lv2,,剛射Lv2×４,,0,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.2}",0.0,ENABLED_REFLECTION(0),INVALID(-1),NORMAL(18341792)
6,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,11.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,IGNORE_PARTS_PRIORITY(2),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SHOT(3),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.6,0.6,True,True,,False,False,1.0,False,False,False,ARROW(6),,0.0,0.0,-1,1.0,0.0,0.0,NORMAL(0),False,e42b0aee-ee65-461c-89bc-09f4754e7f3c,False,,,,剛射Lv3,,剛射Lv3×５,,0,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.2}",0.0,ENABLED_REFLECTION(0),INVALID(-1),NORMAL(18341792)
7,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,IGNORE_PARTS_PRIORITY(2),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SHOT(3),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.6,0.6,True,True,,False,False,1.0,False,False,False,ARROW(6),,0.0,0.0,-1,1.0,0.0,0.0,NORMAL(0),False,e42b0aee-ee65-461c-89bc-09f4754e7f3c,False,,,,剛射Lv4,,剛射Lv4×５,,0,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.2}",0.0,ENABLED_REFLECTION(0),INVALID(-1),NORMAL(18341792)
404,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,3.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,UnknEnumVal(3),3.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SHOT(3),0.5,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,0.5,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,"{'Wp11PenetrateBottle_MultiHitCurve.user.3': [np.float64(1.2), np.float64(1.2), np.float64(0.9), np.float64(0.5), np.float64(0.3), np.float64(0.15), np.float64(0.1), np.float64(0.05), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]}",False,False,False,False,False,10,True,True,0.1,0.1,False,True,"{'Wp11PenetrateBottle_MultiHitStatusCurve.user.3': [np.float64(1.0), np.float64(1.0), np.float64(0.8), np.float64(0.4), np.float64(0.2), np.float64(0.1), np.float64(0.1), np.float64(0.1), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]}",False,False,1.0,False,False,False,ARROW(6),,0.0,0.0,-1,1.0,0.0,0.0,NORMAL(0),False,48275ff4-3951-4fc1-ae24-c40d2fac86cf,False,,,,剛射Lv1（貫通ビン）,,剛射Lv1×３（貫通ビン）,,0,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.2}",0.0,ENABLED_REFLECTION(0),INVALID(-1),NORMAL(18341792)
405,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,4.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,UnknEnumVal(3),3.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SHOT(3),0.7,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,0.5,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,"{'Wp11PenetrateBottle_MultiHitCurve.user.3': [np.float64(1.2), np.float64(1.2), np.float64(0.9), np.float64(0.5), np.float64(0.3), np.float64(0.15), np.float64(0.1), np.float64(0.05), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]}",False,False,False,False,False,10,True,True,0.15,0.15,False,True,"{'Wp11PenetrateBottle_MultiHitStatusCurve.user.3': [np.float64(1.0), np.float64(1.0), np.float64(0.8), np.float64(0.4), np.float64(0.2), np.float64(0.1), np.float64(0.1), np.float64(0.1), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]}",False,False,1.0,False,False,False,ARROW(6),,0.0,0.0,-1,1.0,0.0,0.0,NORMAL(0),False,48275ff4-3951-4fc1-ae24-c40d2fac86cf,False,,,,剛射Lv2（貫通ビン）,,剛射Lv2×４（貫通ビン）,,0,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.2}",0.0,ENABLED_REFLECTION(0),INVALID(-1),NORMAL(18341792)
