RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,IsDisableAnimalAttack,IsExFieldWpAttackFinal,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams
109,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,14.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.6,0.4,True,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.07,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,THRUST_01(26142),False,鬼人逆手斬りR,,鬼人逆手斬りR,,2,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': -0.2}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
110,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,0.6,0.4,True,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.05,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,INVALID(-361180672),False,鬼人二段斬りR,,鬼人二段斬りR,,2,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': -0.2}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
111,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,13.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,2,True,True,0.6,0.4,True,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.05,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,INVALID(-361180672),False,鬼人六段斬りR（一段目）,,鬼人六段斬りR（一段目）,,2,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': -0.2}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
112,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,9.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,2,True,True,0.6,0.4,True,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.07,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,INVALID(-361180672),False,鬼人六段斬りR（二段目）,,鬼人六段斬りR（二段目）,,2,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': -0.2}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
113,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,18.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,0.6,0.4,True,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.13,0.0,0.0,NORMAL(0),False,6f97b2db-2114-45a5-94a5-5c6da88d57d9,False,False,W_SLASH_01(24146),False,鬼人六段斬りR（三段目）,,鬼人六段斬りR（三段目）,,2,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': -0.2}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
114,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.6,0.4,True,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.075,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,W_SLASH_01(24146),False,鬼人右移動斬りR,,鬼人右移動斬りR,,2,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': -0.2}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
115,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,5.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,0.6,0.5,False,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.025,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,W_SLASH_00(16322),False,鬼人突進連斬R（一段目）,,鬼人突進連斬R（一段目）,,2,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': -0.2}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
116,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,4.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,0.6,0.5,False,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.025,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,鬼人突進連斬R（二段目）,,鬼人突進連斬R（二段目）,,2,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': -0.2}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
117,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,11.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,4,True,True,1.0,0.8,True,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.05,0.0,0.0,NORMAL(0),False,6f97b2db-2114-45a5-94a5-5c6da88d57d9,False,True,KATANA_02(9442),False,鬼人突進連斬R（三段目）,,鬼人突進連斬R（三段目）,,2,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': -0.2}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
118,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,8.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.075,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,左二回転斬りR（一段目）,,左二回転斬りR（一段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': 0.21}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
119,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,16.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),SUB_WP_HIT(4),0.0,0.0,-1,0.05,0.0,0.0,NORMAL(0),False,cbecfeab-733f-4f6f-8642-69911afd2816,False,True,S_SLASH_00(10757),False,右二回転斬りR（一段目）,,右二回転斬りR（一段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': 0.21}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
120,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,5.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,4,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,SLASH(9),SUB_WP_HIT(4),0.0,0.0,-1,0.15,0.0,0.0,NORMAL(0),False,cbecfeab-733f-4f6f-8642-69911afd2816,False,True,THRUST_02(17089),False,右二回転斬りR（二段目）,,右二回転斬りR（二段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': 0.21}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
121,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,1.0,0.8,False,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,29099ade-903c-475a-8fc8-ae9dcd336074,False,True,INVALID(-361180672),False,鬼人連斬1 R,,鬼人連斬1 R,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': 0.21}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
122,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,6.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,0.6,0.5,True,True,,False,False,1.0,False,False,False,SLASH(9),MAIN_WP_HIT(3),0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,W_SLASH_00(16322),False,鬼人連斬2 R（一段目）,,鬼人連斬2 R（一段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -4.4181718e-08, 'y': 0.0, 'z': 0.21}, 'end': {'x': 2.2665795e-08, 'y': 0.0, 'z': 1.1}, 'radius': 0.6}"
