RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,CaptureDamage,ShellReflectionFlag,SlingerCatchDamageType,SpecialType
12,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,40.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.5,1.5,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.04,0.0,0.0,NORMAL(0),False,cc4c5e9d-bc09-49a0-a173-6ae1c3f02e51,False,True,SLASH_03(-1274185216),False,薙ぎ払い,,薙ぎ払い,,0,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}",,,,
13,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,44.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,35.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.03,0.0,0.0,NORMAL(0),False,cc4c5e9d-bc09-49a0-a173-6ae1c3f02e51,True,True,SLASH_00(-373688000),False,ジャンプ叩きつけ,,ジャンプ叩きつけ,,0,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}",,,,
14,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,35.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,35.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.02,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,SLASH_00(-373688000),False,ジャンプ斬り上げ,,ジャンプ斬り上げ,,0,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}",,,,
15,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.04,0.0,0.0,NORMAL(0),False,274cd22f-6f14-4aaa-9603-ea2bc981bfee,False,True,SLASH_00(-373688000),False,バレットファイア振り,,バレットファイア振り,,0,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}",,,,
16,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.08,0.0,0.0,NORMAL(0),False,274cd22f-6f14-4aaa-9603-ea2bc981bfee,False,True,SLASH_00(-373688000),False,バレットファイアR振り,,バレットファイアR振り,,0,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}",,,,
17,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1,0.04,0.0,0.0,NORMAL(0),False,274cd22f-6f14-4aaa-9603-ea2bc981bfee,False,True,S_SLASH_01(31722),False,バレットファイア突き,,バレットファイア突き,,0,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}",,,,
30,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,USE_MULIT_HIT(1),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),0.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,False,False,True,True,False,False,1,False,1,,False,False,True,True,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,NONE(10),,0.0,0.0,-1,0.0,1.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,INVALID(-361180672),False,竜杭砲弱点派生傷検知,,竜杭砲弱点派生攻撃傷検知,,4,,0,,Root,Root,ContinuousCapsule,"{'start': {'x': 3.501013e-08, 'y': 0.0, 'z': 0.0}, 'end': {'x': -3.399446e-07, 'y': 0.0, 'z': 3.2}, 'radius': 0.6}",,,,
40,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,55.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,True,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1,0.03,0.0,0.0,NORMAL(0),False,274cd22f-6f14-4aaa-9603-ea2bc981bfee,False,True,S_SLASH_01(31722),False,レーザーガード反撃突き,,レーザーガード反撃突き,,0,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}",,,,
42,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,PRE_FINISH(4),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,False,False,False,1,False,1,,False,False,False,False,True,1,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1,0.0,0.0,0.0,GESTURE(7),False,cc4c5e9d-bc09-49a0-a173-6ae1c3f02e51,False,True,SLASH_00(-373688000),False,乗りフィニッシュ1,,乗りフィニッシュ1,,5,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.2}, 'radius': 0.8}",,,,
41,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,WP(2),NULL,15.0,15.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,False,False,False,1,False,1,,False,False,False,False,True,1,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,True,SLASH_00(-373688000),False,乗り通常攻撃,,乗り通常攻撃,,5,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.2}, 'radius': 0.8}",,,,
43,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,FINISH(3),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,1,True,True,1.0,1.0,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1,0.0,0.0,0.0,GESTURE(7),False,cc4c5e9d-bc09-49a0-a173-6ae1c3f02e51,False,True,SLASH_00(-373688000),False,乗りフィニッシュ2,,乗りフィニッシュ2,,5,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.2}, 'radius': 0.8}",,,,
45,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,USE_MULIT_HIT(1),18.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,0.5,0.5,False,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1,0.01,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,S_SLASH_01(31722),False,騎乗突進,,騎乗突進,,0,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}",,,,
46,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,106.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,GUNLANCE_SHOT(0),,0.0,0.0,-1,0.1,0.0,0.0,NORMAL(0),False,cc4c5e9d-bc09-49a0-a173-6ae1c3f02e51,False,True,S_SLASH_02(31010),True,ステルス攻撃（地上）,,ステルス攻撃（地上）,|,1,,0,|,root|,|,ContinuousCapsule|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 4.5}, 'radius': 1.0}|{'x': 0.0, 'y': 0.0, 'z': 4.0, 'radius': 1.5}",,,,
47,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,True,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.1,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,S_SLASH_00(10757),True,ステルス攻撃（空中）１,,ステルス攻撃（空中）１,|,1,,0,|,root|,|,ContinuousCapsule|ContinuousSphere,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 4.5}, 'radius': 1.0}|{'x': 0.0, 'y': 0.0, 'z': 4.0, 'radius': 1.5}",,,,
48,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.02,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,SLASH_00(-373688000),False,騎乗切り上げ,,騎乗斬り上げ,,0,,0,,root,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 2.5}, 'radius': 0.5}",,,,
