RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,CaptureDamage,ShellReflectionFlag,SlingerCatchDamageType,SpecialType
9,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,W_SLASH_00(16322),False,強化連続斬り上げ（二段目）,,強化連続斬り上げ（二段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
10,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,24.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,4,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,THRUST_00(32626),False,強化連続斬り上げ（三段目）,,強化連続斬り上げ（三段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
11,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,14.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,95155151-13ae-4763-8da1-60bde02fdc61,False,False,W_SLASH_00(16322),False,強化けさ斬り（一段目）,,強化けさ斬り（一段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
12,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,26.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,95155151-13ae-4763-8da1-60bde02fdc61,False,False,W_SLASH_01(24146),False,強化けさ斬り（二段目）,,強化けさ斬り（二段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
13,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,0.6,0.6,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,95155151-13ae-4763-8da1-60bde02fdc61,False,False,W_SLASH_01(24146),False,強化二段斬り（一段目）,,強化二段斬り（一段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
14,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,18.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,3,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,INVALID(-361180672),False,強化二段斬り（二段目）,,強化二段斬り（二段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
15,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,32.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,4,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,95155151-13ae-4763-8da1-60bde02fdc61,False,False,SLASH_10(1861),False,強化二段斬り（三段目）,,強化二段斬り（三段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
16,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,0.8,0.8,True,True,,False,False,1.0,False,STAB(7),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,INVALID(-361180672),False,強化突き（一段目）,,強化突き（一段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
17,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,11.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,INVALID(-361180672),False,強化突き（二段目）,,強化突き（二段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
18,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,28.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,95155151-13ae-4763-8da1-60bde02fdc61,False,False,INSECT_00(25603),False,飛び込み斬り,,飛び込み斬り,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
19,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,17.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,95155151-13ae-4763-8da1-60bde02fdc61,False,False,INSECT_00(25603),False,回避斬り,,回避斬り,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
20,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,W_SLASH_00(16322),False,強化なぎ払い（一段目）,,強化なぎ払い（一段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
21,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,24.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,0.8,0.8,True,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,95155151-13ae-4763-8da1-60bde02fdc61,False,False,W_SLASH_01(24146),False,強化なぎ払い（二段目）,,強化なぎ払い（二段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
22,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,0.8,0.8,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,53d48f82-27b4-46a2-817a-e7c099a9ecfa,False,True,HIEN_00(17094),False,飛円斬り（一段目）,,飛円斬り（一段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
23,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,46.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,True,5,True,True,0.8,0.8,False,True,,False,False,1.0,False,SLASH(9),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,99e07dd2-27b9-4385-86da-0bf9d5642416,False,True,HIEN_01(30010),False,飛円斬り（二段目）,,飛円斬り（二段目）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': -1.818747e-08, 'y': 0.0, 'z': 0.05}, 'end': {'x': -1.578747e-08, 'y': 0.0, 'z': 2.0}, 'radius': 0.5}",,,,
